OT_PTWZ_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTWZ_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTWZ_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTWZ_A/czyObiektBDOO/__text,OT_PTWZ_A/x_kod/__text,OT_PTWZ_A/x_skrKarto/__text,OT_PTWZ_A/x_katDoklGeom/__text,OT_PTWZ_A/x_doklGeom/_uom,OT_PTWZ_A/x_doklGeom/__text,OT_PTWZ_A/x_zrodloDanychG/__text,OT_PTWZ_A/x_zrodloDanychA/__text,OT_PTWZ_A/x_katIstnienia/_xsi:nil,OT_PTWZ_A/x_katIstnienia/_nilReason,OT_PTWZ_A/x_rodzajReprGeom/__text,OT_PTWZ_A/x_uzytkownik/_xlink:href,OT_PTWZ_A/x_aktualnoscG/__text,OT_PTWZ_A/x_aktualnoscA/__text,OT_PTWZ_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTWZ_A/x_dataUtworzenia/__text,OT_PTWZ_A/x_kodKarto10k/__text,OT_PTWZ_A/x_kodKarto25k/__text,OT_PTWZ_A/x_kodKarto50k/__text,OT_PTWZ_A/x_kodKarto100k/__text,OT_PTWZ_A/x_kodKarto250k/_xsi:nil,OT_PTWZ_A/x_kodKarto250k/_nilReason,OT_PTWZ_A/x_kodKarto500k/_xsi:nil,OT_PTWZ_A/x_kodKarto500k/_nilReason,OT_PTWZ_A/x_kodKarto1000k/_xsi:nil,OT_PTWZ_A/x_kodKarto1000k/_nilReason,OT_PTWZ_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/_gml:id,OT_PTWZ_A/geometria/Polygon/_srsName,OT_PTWZ_A/geometria/Polygon/_srsDimension,OT_PTWZ_A/rodzaj/__text,OT_PTWZ_A/_gml:id,OT_PTWZ_A/x_informDodatkowa/__text,OT_PTWZ_A/surowiec/__text,OT_PTWZ_A/geometria/Polygon/interior/0/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/1/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/2/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/3/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/4/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/5/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/6/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/7/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/8/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/9/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/10/LinearRing/posList/__text
2D124632-EBCB-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,piask.,Prz,m,5,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,482888.52 588278.63 482883.23 588232.22 482883.06 588205.59 482877.6 588202.86 482861.9 588198.76 482846.19 588196.71 482842.1 588200.81 482838.68 588226.07 482834.59 588256.11 482829.81 588298.43 482883.74 588310.72 482888.52 588278.63,g_391,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1530,,Pk,,,,,,,,,,,
2D124632-EBB0-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,464176.21 582173.37 464181.72 582175.54 464206.72 582174.55 464209.48 582173.37 464213.81 582168.65 464217.35 582167.07 464223.26 582167.27 464229.36 582166.68 464267.54 582147.39 464271.88 582143.26 464273.84 582139.52 464273.45 582135.78 464256.72 582098.38 464249.44 582098.97 464226.4 582054.19 464145.9 582082.24 464139.99 582085.58 464117.95 582108.22 464132.51 582143.45 464134.48 582151.92 464138.42 582162.35 464141.76 582169.83 464142.55 582177.9 464144.91 582187.15 464146.49 582190.5 464152.79 582194.04 464176.21 582173.37,g_426,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1511,,Zw,,,,,,,,,,,
2D124632-EBB9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,5,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,482787.13 589620.65 482793.93 589618.18 482857.24 589507.31 482857.55 589499.9 482856.32 589491.87 482852.3 589484.14 482841.18 589475.19 482828.21 589470.55 482802.88 589468.08 482791.15 589468.08 482782.81 589466.85 482776.63 589461.91 482769.84 589459.13 482766.75 589459.13 482762.43 589461.6 482731.85 589517.81 482720.65 589524.13 482711.92 589529.05 482705.93 589549.78 482704.74 589561.34 482704.74 589570.12 482707.13 589580.08 482710.55 589589.62 482717.1 589600.42 482725.87 589607.2 482738.23 589613.58 482771.36 589627.05 482787.13 589620.65,g_461,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.154,,Zw,482789.08 589607.58 482784.6 589607.3 482777.87 589605.34 482766.1 589599.46 482737.8 589586.01 482733.03 589581.24 482730.79 589576.48 482731.35 589571.43 482734.15 589565.83 482736.96 589562.46 482741.16 589561.9 482744.52 589564.15 482747.89 589568.07 482752.65 589574.52 482757.41 589582.64 482763.58 589586.29 482768.62 589587.41 482772.83 589584.88 482776.19 589579.56 482785.16 589552.1 482787 589546.5 482792.16 589542.29 482793.29 589538.64 482795.86 589533.12 482799.17 589529.96 482805.34 589530.52 482809.82 589532.76 482820.47 589539.48 482826.07 589543.69 482827.48 589548.17 482825.79 589554.34 482807.02 589582.36 482800.57 589595.81 482795.53 589605.06 482793.01 589607.3 482789.08 589607.58,,,,,,,,,,
2D124632-EBB1-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,piask.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737_small,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,492935.35 563280.49 492946.17 563273.88 492954.38 563270.67 492958.99 563264.26 492959.99 563258.05 492951.57 563251.43 492942.96 563243.62 492933.55 563227.79 492922 563221.47 492918.52 563219.57 492905.5 563221.78 492896.09 563228.79 492890.48 563242.02 492890.28 563253.24 492893.48 563266.46 492902.3 563275.28 492913.71 563281.49 492922.35 563283.02 492923.93 563283.3 492935.35 563280.49,g_499,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1512,,Pk,,,,,,,,,,,
2D124632-EBBD-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,piask.,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737_small,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,493305.53 565565.43 493326.25 565555.31 493338.61 565541.01 493354.07 565548.29 493342.32 565525.35 493331.6 565499.97 493312.11 565503.74 493291.08 565515.63 493267.63 565540.69 493260.08 565557.56 493266.51 565565.59 493289.31 565568.32 493305.53 565565.43,g_534,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.158,,Pk,,,,,,,,,,,
2D124632-EBC9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737_small,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,496445.15 562903.9 496453 562903.03 496459.55 562899.53 496464.78 562889.5 496464.78 562882.51 496461.29 562875.09 496451.7 562866.37 496442.97 562862.87 496436.43 562863.75 496429.01 562868.55 496414.61 562884.7 496410.25 562889.93 496414.61 562897.79 496428.14 562903.9 496434.68 562908.26 496439.04 562908.7 496445.15 562903.9,g_569,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1528,,Zw,,,,,,,,,,,
2D124632-EBC3-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737,0100_737,true,inapplicable,true,inapplicable,true,inapplicable,485756.96 577678.65 485740.21 577650.92 485742.14 577644.02 485750.09 577632.95 485776.71 577611.62 485913.99 577515.34 485961.88 577477.5 486056.03 577412.57 486111.41 577372.45 486222.2 577295.14 486280.39 577254.54 486317.7 577224.71 486299.89 577201.75 486294.73 577195.09 486274.13 577170.88 486253.52 577146.67 486249.15 577141.54 486225.81 577116.83 486213.1 577104.5 486189.28 577083.88 486173.55 577071.01 486166.24 577076.51 486159.62 577080.68 486150.1 577085.6 486138.39 577091.76 486110.09 577112.22 486100.37 577118.69 486093.54 577122.8 486081.69 577128.73 486069.73 577133.91 486060.01 577138.03 486047.68 577145.94 486038.38 577151.02 486031.17 577154.27 486021.17 577158.23 486013.38 577160.69 486006.76 577161.86 486000.4 577162.66 485992.82 577162.77 485983.8 577162.34 485957.69 577158.02 485948.24 577156.41 485939.32 577155.51 485930.14 577154.81 485923.04 577155.13 485916.69 577155.8 485924.05 577141.63 485933.02 577127.85 485961.97 577090.44 485988.77 577057 485999.23 577042.79 486005.75 577032.42 486010.56 577024.36 486022.82 576997.25 485970.98 576971.84 485947.11 576961.28 485909.39 576944.59 485860.43 576922.93 485787 576890.56 485717.32 576860.5 485700.08 576888.76 485671.24 576936.05 485702.21 576973.62 485701.79 576983.45 485699.44 576989.19 485683.85 577002.87 485661.85 577017.4 485655.87 577034.71 485652.45 577043.68 485645.19 577050.31 485622.98 577055.22 485622.12 577088.99 485622.11 577111.5 485572.57 577147.66 485579.61 577197.01 485583.89 577228.64 485588.37 577273.09 485594.78 577286.34 485599.16 577291.1 485606.42 577294.09 485616.61 577296.63 485611.37 577301.98 485607.53 577306.78 485605.39 577310.95 485603.79 577314.91 485602.94 577318.54 485602.72 577322.38 485602.62 577326.12 485603.79 577333.28 485607 577344.82 485614.9 577366.23 485615.11 577371.36 485614.36 577375.31 485613.51 577378.73 485611.91 577382.68 485609.34 577386.96 485606.46 577390.8 485589.8 577407.15 485584.78 577412.49 485583.82 577415.38 485583.61 577419.01 485583.5 577423.5 485585.84 577428.61 485586.16 577433.52 485587.44 577438.01 485589.69 577443.03 485600.37 577463.76 485611.04 577488.42 485615.21 577499.1 485657.34 577607.82 485681.28 577664.86 485690.07 577684.71 485705.51 577713.36 485707.87 577719.69 485756.96 577678.65,g_604,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1522,,Zw,485864.42 577503.24 485861.86 577502.39 485860.15 577498.33 485850.55 577400.04 485851.08 577392.94 485853.75 577389.1 485857.38 577387.49 485860.59 577386.64 485863.58 577386.64 485867.42 577389.2 485878.52 577406.51 485916.21 577463.34 485917.92 577466.66 485916.74 577469.27 485864.42 577503.24,485698.42 577654.49 485696.06 577653.52 485693.91 577650.41 485678.87 577616.63 485650.51 577545.92 485627.6 577491.47 485616.31 577465.99 485609.37 577451.09 485602.86 577435.92 485599.97 577427.91 485599.33 577422.99 485601.47 577418.72 485608.09 577412.42 485621.11 577405.47 485635.42 577399.06 485645.14 577398.32 485653.68 577400.99 485674.28 577418.4 485685.07 577425.4 485691.69 577425.02 485709.73 577415.84 485716.67 577414.66 485740.48 577446.71 485743.15 577448.63 485747.31 577449.7 485752.33 577449.06 485755.96 577446.5 485757.88 577441.48 485756.92 577434.75 485739.3 577406 485717.84 577379.72 485714.43 577378.55 485710.69 577378.44 485704.82 577380.37 485702.58 577380.26 485699.05 577378.23 485696.92 577374.6 485696.71 577371.5 485697.45 577367.12 485738.98 577333.25 485743.26 577333.58 485746.03 577335.04 485767.38 577361.96 485768.02 577365.48 485764.5 577370.4 485757.78 577376.81 485755.75 577379.8 485755.43 577383.22 485757.35 577387.7 485774.43 577411.95 485779.09 577419.92 485778.45 577425.05 485772.47 577444.93 485771.18 577452.41 485771.61 577457.96 485773.75 577463.73 485781.55 577470.69 485787.25 577486.06 485795.62 577499.92 485800.35 577513.8 485803.36 577546.69 485801.64 577549.81 485785.32 577565.18 485739.45 577596.78 485723.12 577608.71 485717.43 577615.69 485712.6 577623 485710.23 577628.05 485707.12 577636.86 485706.26 577642.13 485706.15 577649.12 485704.65 577652.02 485701.21 577654.17 485698.42 577654.49,486103.51 577359.12 486084.08 577357.41 486062.08 577345.45 486053.11 577333.91 486049.48 577326.64 486051.19 577322.15 486059.3 577315.53 486074.04 577308.9 486089.42 577304.84 486120.6 577334.33 486117.39 577351.22 486103.51 577359.12,486227.25 577237.26 486222.65 577236.62 486217.42 577233.41 486200.98 577222.19 486190.19 577211.94 486189.77 577207.24 486193.4 577200.61 486197.67 577196.66 486202.05 577195.38 486206 577196.44 486234.93 577218.99 486235.57 577223.15 486235.15 577227.53 486232.37 577233.41 486229.81 577236.19 486227.25 577237.26,486016.16 577281 486007.83 577280.79 485997.37 577270.32 485989.68 577247.03 485993.09 577236.34 485990.32 577226.08 485978.57 577217.11 485977.29 577208.77 485983.27 577202.36 485993.52 577193.17 486005.27 577182.27 486017.44 577176.93 486049.05 577172.23 486058.88 577174.79 486060.8 577194.03 486059.3 577213.47 486058.66 577226.3 486047.98 577239.12 486045.42 577249.59 486033.89 577258.35 486020.22 577274.17 486016.16 577281,486235.04 577203.6 486232.59 577202.96 486202.9 577183.19 486202.05 577181.16 486201.94 577179.03 486202.05 577175.72 486204.4 577171.44 486207.39 577167.92 486211.02 577165.35 486216.14 577165.89 486245.72 577188.86 486246.89 577192.28 486246.36 577194.63 486238.14 577203.28 486235.04 577203.6,486175.14 577185.76 486171.94 577182.98 486170.87 577180.2 486171.08 577176.68 486188.91 577154.45 486191.37 577154.35 486193.61 577155.31 486195.64 577157.13 486195.85 577160.01 486195.32 577163.22 486180.59 577183.73 486177.7 577185.33 486175.14 577185.76,485606.08 577279.3 485602.13 577278.34 485599.89 577276.74 485597.86 577272.79 485596.9 577267.98 485594.02 577229.21 485590.07 577201.07 485586.97 577179.49 485585.58 577166.52 485585.69 577162.78 485586.54 577156.37 485588.36 577151.88 485590.39 577147.18 485593.8 577143.02 485598.61 577138.27 485636.61 577108.15 485666.5 577086.68 485678.56 577079.08 485686.14 577076.84 485690.84 577077.26 485695.22 577078.12 485700.55 577081.32 485705.68 577087.41 485719.02 577109.84 485718.17 577115.08 485712.08 577121.48 485650.38 577169.46 485649.2 577172.99 485650.27 577175.66 485652.51 577176.94 485654.76 577177.15 485657.1 577176.62 485664.79 577170.1 485697.35 577139.98 485709.31 577132.29 485714.43 577130.05 485719.45 577128.76 485724.36 577128.44 485728.63 577129.08 485732.26 577130.79 485735.14 577133.14 485737.17 577135.52 485754.46 577163.19 485756.71 577169.28 485756.81 577172.48 485754.79 577174.83 485720.41 577198.87 485700.02 577210.85 485662.77 577234.24 485639.28 577252.4 485612.06 577276.95 485609.6 577278.56 485606.08 577279.3,485773.35 577157.71 485765.77 577148.95 485748.8 577125.67 485742.82 577115.52 485741.01 577111.25 485740.58 577104.52 485740.37 577094.8 485741.54 577090 485743.25 577087.97 485745.49 577087.11 485748.9 577087.86 485758.83 577093.84 485778.15 577106.45 485792.78 577123.86 485795.66 577130.26 485799.29 577139.24 485794.8 577142.65 485782.42 577152.27 485773.35 577157.71,485762.77 576978.18 485757.43 576977.01 485754.65 576973.59 485755.93 576969.1 485759.35 576959.27 485766.93 576954.36 485773.23 576943.68 485779.1 576932.03 485786.04 576923.59 485792.34 576918.03 485836.87 576938.76 485839.75 576941.54 485821.71 576958.42 485813.7 576960.77 485792.66 576966.86 485773.12 576975.41 485762.77 576978.18,485714.07 576970.07 485710.87 576969 485707.77 576966.43 485704.78 576960.88 485700.41 576956.07 485700.09 576953.08 485700.51 576950.73 485700.19 576947.74 485697.63 576943.89 485693.15 576940.15 485690.37 576938.44 485690.37 576935.77 485716.32 576893.46 485760.84 576911.73 485746.75 576930.96 485737.35 576938.55 485733.83 576946.24 485728.49 576960.34 485719.95 576968.36 485714.07 576970.07
2D124632-EBC4-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,490711.48 577904.63 490738.51 577893.95 490762.2 577878.59 490785.98 577867.87 490833.47 577860.03 490844.67 577890.42 490890.62 577890 490891.54 577883.45 490891.22 577878.63 490886.71 577881.9 490879.69 577883.15 490870.5 577883.61 490851.65 577885.17 490848.22 577884.08 490847.29 577878.78 490846.04 577868.34 490845.57 577859.46 490848.09 577854.24 490854.46 577851.89 490862.01 577851.56 490874.43 577851.22 490884.33 577854.24 490882.22 577841.95 490878.75 577827.13 490890.92 577815.29 490883 577789.18 490845.08 577708.36 490839.63 577709.43 490828.29 577713.33 490755.56 577745.7 490717.62 577759.95 490703.72 577767.57 490682.69 577775.48 490604.62 577771.11 490597.37 577774.01 490604.48 577777.01 490611.11 577782.07 490616.49 577790.61 490621.86 577800.25 490627.71 577811.32 490630.22 577819.6 490631.17 577826.87 490630.85 577833.99 490629.12 577841.89 490627.38 577850.43 490626.59 577858.49 490626.48 577869.87 490628.04 577876.09 490632.6 577884.54 490638.49 577890.77 490646.38 577895.42 490662.6 577901.54 490678.4 577904.81 490711.48 577904.63,g_672,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1523,,Zw,490682.98 577901.69 490675.51 577899.98 490671.46 577895.93 490671.3 577890.32 490673.48 577886.26 490679.25 577881.28 490689.22 577875.98 490693.22 577874.69 490699.57 577873.1 490704.49 577874.19 490707.83 577873.6 490714.77 577864.76 490727.23 577861.01 490743.75 577858.83 490750.29 577861.33 490752.63 577865.53 490752.31 577870.68 490749.04 577876.91 490743.75 577882.99 490734.4 577888.6 490723.18 577896.08 490715.39 577898.11 490703.39 577900.76 490692.18 577901.38 490682.98 577901.69,490758.7 577857.12 490751.54 577854.31 490745.15 577851.51 490739.38 577846.99 490736.11 577841.38 490736.89 577835.77 490740.47 577830.16 490746.86 577825.95 490762.13 577820.8 490797.03 577817.69 490816.66 577815.97 490820.24 577819.25 490820.87 577823.61 490821.02 577834.05 490821.02 577845.27 490819.31 577848.7 490815.1 577849.48 490804.97 577851.04 490791.11 577852.91 490780.05 577854.31 490769.14 577856.5 490758.7 577857.12,490829.84 577845.9 490827.66 577843.56 490827.66 577840.13 490828.44 577832.34 490829.22 577824.08 490830.62 577819.87 490834.2 577815.35 490839.5 577815.5 490859.6 577815.82 490863.8 577819.4 490868.32 577825.95 490872.22 577836.7 490871.28 577839.97 490869.72 577842.94 490867.07 577843.87 490862.25 577844.18 490853.36 577845.12 490843.08 577845.12 490829.84 577845.9,490732.84 577794.12 490723.49 577787.11 490722.49 577776.76 490728.16 577767.75 490745.85 577763.74 490773.89 577748.05 490785.9 577741.04 490796.58 577733.69 490815.97 577722.26 490831.86 577716.5 490837.78 577723.35 490847.75 577747.04 490851.18 577758.27 490857.41 577781.96 490856.32 577787.1 490852.58 577790.68 490845.1 577790.84 490830.93 577788.81 490818.77 577787.1 490808.65 577785.23 490798.52 577782.27 490732.84 577794.12,,,,,,,
2D124632-EBC5-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737,0050_737,0100_737,true,inapplicable,true,inapplicable,true,inapplicable,486397.79 578428.26 486529.3 578336.38 486564.56 578311.74 486492.6 578211.28 486675.41 578079.37 486717.11 578049.88 486706.89 578047.07 486690.47 578042.55 486663.29 578035.21 486608.01 578020.27 486555.7 578005.51 486489.11 577982.38 486474.38 577977.26 486449.84 577969.13 486358.95 577938.23 486183.35 578059.98 486288.05 578217.19 486350.88 578308.83 486339.23 578316.99 486336.16 578333.15 486336.64 578340.91 486340.52 578350.12 486377.85 578400.05 486392.39 578419.93 486395.06 578430.27 486397.79 578428.26,g_719,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1524,,Zw,486401.81 578392.96 486398.05 578392.74 486365.21 578345.82 486362.21 578339.27 486362.42 578335.94 486367.68 578328.75 486391.72 578309.42 486439.16 578280.43 486443.24 578279.29 486452.04 578288.53 486485.52 578330.62 486463.73 578356.02 486453.53 578362.57 486447.63 578364.61 486440.12 578365.14 486433.68 578363 486427.56 578364.29 486424.88 578375.24 486422.09 578378.67 486418.01 578379.75 486413.5 578381.9 486407.28 578388.12 486401.81 578392.96,486497.29 578309.58 486483.45 578304.86 486478.62 578298.49 486487.19 578289.48 486501.57 578276.18 486510.02 578271.46 486525.28 578290.69 486519.69 578295.74 486497.29 578309.58,486456.54 578270.8 486452.59 578267.95 486451.93 578264.98 486454.68 578261.57 486456.32 578257.29 486458.3 578256.3 486462.8 578256.3 486468.95 578251.25 486470.27 578246.52 486471.7 578243.01 486473.12 578238.72 486477.3 578236.96 486481.03 578237.62 486487.18 578241.14 486490.69 578245.53 486491.9 578250.7 486489.15 578255.53 486460.28 578270.69 486456.54 578270.8,,,,,,,,
2D124632-EBBB-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,żw.,Prz,m,5,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_737,0025_737_small,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,483015.26 591941.49 483027.63 591933.81 483048.68 591926.79 483059.04 591920.77 483061.38 591913.75 483056.7 591895.03 483053.03 591882 483049.68 591877.65 483047.34 591874.31 483044.67 591863.95 483036.65 591844.23 483032.3 591842.23 483019.94 591848.91 483010.58 591855.93 483000.22 591866.29 482996.88 591871.97 482996.21 591885.01 482995.2 591896.37 482994.2 591903.39 482993.53 591909.41 482994.2 591918.76 482999.22 591933.47 483004.82 591943.46 483015.26 591941.49,g_763,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.156,,Zw,,,,,,,,,,,
2D124632-EBBE-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTWZ01,kłm.,Dok,m,5,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,0010_738,0025_738,0050_738,0100_738_small,true,inapplicable,true,inapplicable,true,inapplicable,482178.68 586799.48 482236.58 586786.61 482222.13 586759.23 482221.79 586755 482220.66 586741.18 482223.1 586734.57 482236.67 586720.99 482246.07 586714.03 482276.35 586712.64 482303.15 586711.25 482340.38 586699.07 482331.33 586661.13 482324.72 586621.81 482312.89 586592.23 482308.71 586582.83 482299.89 586566.78 482283.47 586568.72 482259.76 586576.82 482225.39 586597.17 482205.53 586611.29 482184.45 586628.53 482181.98 586630.56 482134.99 586674.17 482098.77 586708.88 482084.36 586721.91 482095.25 586740.96 482109.49 586765.55 482146.72 586752.85 482148.4 586759.2 482157.78 586762.04 482161.26 586769.88 482169.54 586800.82 482178.68 586799.48,g_798,EPSG:2180,2,Wrb,PL.PZGIK.BDOT10k.PTWZA.04.1517,,Km,482326.98 586694.02 482320.02 586694.02 482316.2 586690.37 482313.24 586684.1 482303.84 586644.43 482295.66 586616.94 482293.92 586608.24 482293.05 586600.06 482293.05 586599.53 482293.92 586593.97 482295.66 586592.57 482298.1 586592.92 482299.49 586594.84 482303.49 586615.72 482311.32 586641.99 482313.24 586643.39 482315.85 586642.17 482317.94 586643.21 482320.55 586646.69 482330.12 586686.54 482330.46 586690.54 482326.98 586694.02,,,,,,,,,,
