OT_ADMS_P/idIIP/BT_Identyfikator/lokalnyId/__text,OT_ADMS_P/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_ADMS_P/idIIP/BT_Identyfikator/wersjaId/__text,OT_ADMS_P/czyObiektBDOO/__text,OT_ADMS_P/x_kod/__text,OT_ADMS_P/x_skrKarto/_xsi:nil,OT_ADMS_P/x_skrKarto/_nilReason,OT_ADMS_P/x_katDoklGeom/__text,OT_ADMS_P/x_doklGeom/_uom,OT_ADMS_P/x_doklGeom/__text,OT_ADMS_P/x_zrodloDanychG/__text,OT_ADMS_P/x_zrodloDanychA/__text,OT_ADMS_P/x_katIstnienia/_xsi:nil,OT_ADMS_P/x_katIstnienia/_nilReason,OT_ADMS_P/x_rodzajReprGeom/__text,OT_ADMS_P/x_uzytkownik/_xlink:href,OT_ADMS_P/x_aktualnoscG/__text,OT_ADMS_P/x_aktualnoscA/__text,OT_ADMS_P/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_ADMS_P/x_dataUtworzenia/__text,OT_ADMS_P/x_kodKarto10k/_xsi:nil,OT_ADMS_P/x_kodKarto10k/_nilReason,OT_ADMS_P/x_kodKarto25k/_xsi:nil,OT_ADMS_P/x_kodKarto25k/_nilReason,OT_ADMS_P/x_kodKarto50k/_xsi:nil,OT_ADMS_P/x_kodKarto50k/_nilReason,OT_ADMS_P/x_kodKarto100k/_xsi:nil,OT_ADMS_P/x_kodKarto100k/_nilReason,OT_ADMS_P/x_kodKarto250k/_xsi:nil,OT_ADMS_P/x_kodKarto250k/_nilReason,OT_ADMS_P/x_kodKarto500k/_xsi:nil,OT_ADMS_P/x_kodKarto500k/_nilReason,OT_ADMS_P/x_kodKarto1000k/_xsi:nil,OT_ADMS_P/x_kodKarto1000k/_nilReason,OT_ADMS_P/nazwa/__text,OT_ADMS_P/geometria/Polygon/exterior/LinearRing/posList/__text,OT_ADMS_P/geometria/Polygon/_gml:id,OT_ADMS_P/geometria/Polygon/_srsName,OT_ADMS_P/geometria/Polygon/_srsDimension,OT_ADMS_P/idPRNG/__text,OT_ADMS_P/idTerytGmi/__text,OT_ADMS_P/idTerytMiejsc/__text,OT_ADMS_P/liczbaMieszkancow/__text,OT_ADMS_P/rodzaj/__text,OT_ADMS_P/siedzibaUrzeduGminy/__text,OT_ADMS_P/adja_a3/_xlink:href,OT_ADMS_P/EMUiA/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/lokalnyId/__text,OT_ADMS_P/EMUiA/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_ADMS_P/PRNG/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/lokalnyId/__text,OT_ADMS_P/PRNG/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_ADMS_P/geometria2/Point/pos/__text,OT_ADMS_P/geometria2/Point/_gml:id,OT_ADMS_P/geometria2/Point/_srsName,OT_ADMS_P/geometria2/Point/_srsDimension,OT_ADMS_P/_gml:id,OT_ADMS_P/x_informDodatkowa/__text
2D124630-9597-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Papowo Toruńskie,477109.95 579336.85 477114.95 579331.85 477109.95 579326.85 477109.95 579336.85,g_11521,EPSG:2180,2,96974,0415062,0846949,1268,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.159,0846949,PL.ZIPIN.455,96974,PL.PZGIK.204,477111.9 579331.71,p_11521,EPSG:2180,2,OT_ADMS_P.269,
2D124630-9598-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS12,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Dąbrówka,497964.57 557105.41 497969.57 557100.41 497964.57 557095.41 497964.57 557105.41,g_11568,EPSG:2180,2,176616,0415032,0861883,27,Gj,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861883,PL.ZIPIN.EMUiA,176616,PL.PZGIK.204,497966.52 557100.27,p_11568,EPSG:2180,2,OT_ADMS_P.133,
2D124630-9599-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Nowa Chełmża,475807.47 592707.65 475812.47 592702.65 475807.47 592697.65 475807.47 592707.65,g_11615,EPSG:2180,2,87895,0415022,0842124,326,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.154,0842124,PL.ZIPIN.1865,87895,PL.PZGIK.204,475809.42 592702.51,p_11615,EPSG:2180,2,OT_ADMS_P.256,
2D124630-959A-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Zabłocie,495427.79 554911.75 495432.79 554906.75 495427.79 554901.75 495427.79 554911.75,g_11662,EPSG:2180,2,154825,0415032,0861794,19,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861794,PL.ZIPIN.EMUiA,154825,PL.PZGIK.204,495429.74 554906.61,p_11662,EPSG:2180,2,OT_ADMS_P.165,
2D124630-959B-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS11,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Gutowo-Leśnictwo,459352.98 578024.62 459357.98 578019.62 459352.98 578014.62 459352.98 578024.62,g_11709,EPSG:2180,2,40335,0415092,0851005,,Ls,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.156,0851005,PL.ZIPIN.EMUiA,40335,PL.PZGIK.204,459354.93 578019.48,p_11709,EPSG:2180,2,OT_ADMS_P.187,
2D124630-959C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS04,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Nad Szosą,485489.59 573221.53 485494.59 573216.53 485489.59 573211.53 485489.59 573221.53,g_11755,EPSG:2180,2,61998,0415042,0846352,19,CWs,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.1510,0846352,PL.ZIPIN.1511,61998,PL.PZGIK.204,485491.5 573216.54,p_11755,EPSG:2180,2,OT_ADMS_P.60,
2D124630-959D-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Kamionki Małe,484525.28 585458.86 484530.28 585453.86 484525.28 585448.86 484525.28 585458.86,g_11802,EPSG:2180,2,49864,0415062,0846866,281,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.159,0846866,PL.ZIPIN.455,49864,PL.PZGIK.204,484527.23 585453.72,p_11802,EPSG:2180,2,OT_ADMS_P.18,
2D124630-959E-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS04,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Dominikowo,492020.95 561105.34 492025.95 561100.34 492020.95 561095.34 492020.95 561105.34,g_11849,EPSG:2180,2,25857,0415072,0847713,24,CWs,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.155,0847713,PL.ZIPIN.EMUiA,25857,PL.PZGIK.204,492022.9 561100.2,p_11849,EPSG:2180,2,OT_ADMS_P.46,
2D124630-959F-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Steklin,499646.8 563566.26 499651.8 563561.26 499646.8 563556.26 499646.8 563566.26,g_11896,EPSG:2180,2,131049,0415032,0861802,654,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861802,PL.ZIPIN.EMUiA,131049,PL.PZGIK.204,499648.75 563561.12,p_11896,EPSG:2180,2,OT_ADMS_P.204,
2D124630-95A0-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS04,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Chrapice,474423.49 597061.75 474428.49 597056.75 474423.49 597051.75 474423.49 597061.75,g_11943,EPSG:2180,2,16442,0415022,0842182,45,CWs,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.154,0842182,PL.ZIPIN.1865,16442,PL.PZGIK.204,474425.44 597056.61,p_11943,EPSG:2180,2,OT_ADMS_P.125,
2D124630-95A1-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Głogowo,487838.28 572150.62 487843.28 572145.62 487838.28 572140.62 487838.28 572150.62,g_11990,EPSG:2180,2,33706,0415072,0847430,2187,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.155,0847430,PL.ZIPIN.EMUiA,33706,PL.PZGIK.204,487840.23 572145.48,p_11990,EPSG:2180,2,OT_ADMS_P.3,
2D124630-95A2-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS05,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Wieprzeniec,498638.25 558467.9 498643.25 558462.9 498638.25 558457.9 498638.25 558467.9,g_12037,EPSG:2180,2,146672,0415032,0861877,1,Kl,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861877,PL.ZIPIN.EMUiA,146672,PL.PZGIK.204,498640.2 558462.76,p_12037,EPSG:2180,2,OT_ADMS_P.228,
2D124630-95A3-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS05,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Kozielec,466847.85 585357.28 466852.85 585352.28 466847.85 585347.28 466847.85 585357.28,g_12084,EPSG:2180,2,60539,0415052,1031480,30,Kl,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.157,1031480,PL.ZIPIN.EMUiA,60539,PL.PZGIK.204,466849.8 585352.14,p_12084,EPSG:2180,2,OT_ADMS_P.26,
2D124630-95A4-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS05,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Bernardowo,497735.63 567168.09 497740.63 567163.09 497735.63 567158.09 497735.63 567168.09,g_12131,EPSG:2180,2,3887,0415032,0861587,79,Kl,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861587,PL.ZIPIN.EMUiA,3887,PL.PZGIK.204,497737.58 567162.95,p_12131,EPSG:2180,2,OT_ADMS_P.179,
2D124630-95A5-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Pluskowęsy,477732.19 590495.35 477737.19 590490.35 477732.19 590485.35 477732.19 590495.35,g_12178,EPSG:2180,2,102175,0415022,0842153,464,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.154,0842153,PL.ZIPIN.1865,102175,PL.PZGIK.204,477734.14 590490.21,p_12178,EPSG:2180,2,OT_ADMS_P.98,
2D124630-95A6-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS04,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Antoniewo,485930.68 564380.66 485935.68 564375.66 485930.68 564370.66 485930.68 564380.66,g_12225,EPSG:2180,2,822,0415072,0847417,45,CWs,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.155,0847417,PL.ZIPIN.EMUiA,822,PL.PZGIK.204,485932.63 564375.52,p_12225,EPSG:2180,2,OT_ADMS_P.33,
2D124630-95A7-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS05,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Zelgno-Bezdół,480293.51 595849.52 480298.51 595844.52 480293.51 595839.52 480293.51 595849.52,g_12272,EPSG:2180,2,160831,0415022,0842058,67,Kl,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.154,0842058,PL.ZIPIN.1865,160831,PL.PZGIK.204,480295.46 595844.38,p_12272,EPSG:2180,2,OT_ADMS_P.175,
2D124630-95A8-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS04,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Domena,473434.58 586886.7 473439.58 586881.7 473434.58 586876.7 473434.58 586886.7,g_12319,EPSG:2180,2,25832,0415022,0841923,60,CWs,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.154,0841923,PL.ZIPIN.1865,25832,PL.PZGIK.204,473436.53 586881.56,p_12319,EPSG:2180,2,OT_ADMS_P.45,
2D124630-95A9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Świerczyny,469126.53 582789.02 469131.53 582784.02 469126.53 582779.02 469126.53 582789.02,g_12366,EPSG:2180,2,137938,0415062,0847009,69,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.159,0847009,PL.ZIPIN.455,137938,PL.PZGIK.204,469128.48 582783.88,p_12366,EPSG:2180,2,OT_ADMS_P.220,
2D124630-95AA-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Leszcz,466927.49 582232.98 466932.49 582227.98 466927.49 582222.98 466927.49 582232.98,g_12413,EPSG:2180,2,67358,0415052,0846777,147,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.157,0846777,PL.ZIPIN.EMUiA,67358,PL.PZGIK.204,466929.44 582227.84,p_12413,EPSG:2180,2,OT_ADMS_P.66,
2D124630-95AB-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Wymysłowo,466837.12 588649.01 466842.12 588644.01 466837.12 588639.01 466837.12 588649.01,g_12460,EPSG:2180,2,152985,0415052,0846820,167,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.157,0846820,PL.ZIPIN.EMUiA,152985,PL.PZGIK.204,466839.07 588643.87,p_12460,EPSG:2180,2,OT_ADMS_P.162,
2D124630-95AC-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS07,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Olek,467883.86 579686.87 467888.86 579681.87 467883.86 579676.87 467883.86 579686.87,g_12507,EPSG:2180,2,92280,0415062,0846984,11,Osd,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.159,0846984,PL.ZIPIN.455,92280,PL.PZGIK.204,467885.81 579681.73,p_12507,EPSG:2180,2,OT_ADMS_P.210,
2D124630-95AD-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS05,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,PU,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Osówka-Kolonia,499707.08 560988.88 499712.08 560983.88 499707.08 560978.88 499707.08 560988.88,g_12554,EPSG:2180,2,94764,0415032,0861707,192,Kl,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.158,0861707,PL.ZIPIN.EMUiA,94764,PL.PZGIK.204,499709.03 560983.74,p_12554,EPSG:2180,2,OT_ADMS_P.265,
2D124630-95AE-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,ADMS03,true,inapplicable,Dok,m,1,EGiB,EGiB,true,inapplicable,PU,Uzytkownik04.xml,2016-11-18,2016-12-07,2016-12-20T00:00:00,2016-11-18,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,Osiek nad Wisłą,487064.91 562297.51 487069.91 562292.51 487064.91 562287.51 487064.91 562297.51,g_12601,EPSG:2180,2,94283,0415072,0847587,1362,Ws,false,PL.PZGiK.994.0415__OT_ADJA_A.xml#PL.PZGIK.BDOT10k.ADJAA.04.155,0847587,PL.ZIPIN.EMUiA,94283,PL.PZGIK.204,487066.86 562292.37,p_12601,EPSG:2180,2,OT_ADMS_P.214,
