OT_PTPL_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTPL_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTPL_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTPL_A/czyObiektBDOO/__text,OT_PTPL_A/x_kod/__text,OT_PTPL_A/x_skrKarto/_xsi:nil,OT_PTPL_A/x_skrKarto/_nilReason,OT_PTPL_A/x_katDoklGeom/__text,OT_PTPL_A/x_doklGeom/_uom,OT_PTPL_A/x_doklGeom/__text,OT_PTPL_A/x_zrodloDanychG/__text,OT_PTPL_A/x_zrodloDanychA/__text,OT_PTPL_A/x_katIstnienia/_xsi:nil,OT_PTPL_A/x_katIstnienia/_nilReason,OT_PTPL_A/x_rodzajReprGeom/__text,OT_PTPL_A/x_uzytkownik/_xlink:href,OT_PTPL_A/x_aktualnoscG/__text,OT_PTPL_A/x_aktualnoscA/__text,OT_PTPL_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTPL_A/x_dataUtworzenia/__text,OT_PTPL_A/x_kodKarto10k/_xsi:nil,OT_PTPL_A/x_kodKarto10k/_nilReason,OT_PTPL_A/x_kodKarto25k/_xsi:nil,OT_PTPL_A/x_kodKarto25k/_nilReason,OT_PTPL_A/x_kodKarto50k/_xsi:nil,OT_PTPL_A/x_kodKarto50k/_nilReason,OT_PTPL_A/x_kodKarto100k/_xsi:nil,OT_PTPL_A/x_kodKarto100k/_nilReason,OT_PTPL_A/x_kodKarto250k/_xsi:nil,OT_PTPL_A/x_kodKarto250k/_nilReason,OT_PTPL_A/x_kodKarto500k/_xsi:nil,OT_PTPL_A/x_kodKarto500k/_nilReason,OT_PTPL_A/x_kodKarto1000k/_xsi:nil,OT_PTPL_A/x_kodKarto1000k/_nilReason,OT_PTPL_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTPL_A/geometria/Polygon/_gml:id,OT_PTPL_A/geometria/Polygon/_srsName,OT_PTPL_A/geometria/Polygon/_srsDimension,OT_PTPL_A/materialNawierzchni/__text,OT_PTPL_A/_gml:id,OT_PTPL_A/x_informDodatkowa/__text,OT_PTPL_A/x_kodKarto10k/__text,OT_PTPL_A/materialNawierzchni/_xsi:nil,OT_PTPL_A/materialNawierzchni/_nilReason,OT_PTPL_A/x_kodKarto25k/__text,OT_PTPL_A/x_kodKarto50k/__text,OT_PTPL_A/x_kodKarto100k/__text,OT_PTPL_A/x_uwagi/__text,OT_PTPL_A/geometria/Polygon/interior/LinearRing/posList/__text
2D124632-C1A5-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,482747.69 579197.93 482734.71 579186.62 482716.36 579170.13 482700.18 579189.49 482678.13 579215.87 482672.21 579223.79 482683.19 579232.22 482693.57 579219.28 482716.69 579237.7 482747.69 579197.93,g_2405,EPSG:2180,2,Zw,PL.PZGIK.BDOT10k.PTPLA.04.15292,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C1A6-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,473548.98 591150.24 473572.61 591163.62 473572.34 591144.42 473589.98 591111.99 473568.09 591094.25 473549.15 591114.67 473541.78 591122.61 473517.13 591151.04 473512.53 591156.81 473529.34 591171.88 473531.95 591173.84 473548.98 591150.24,g_2439,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.1559,,0010_140,,,0025_140,0050_140,0100_140_small,Parking,
2D124632-C1A7-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,485445.78 573345.97 485442.68 573337.1 485436.25 573320.26 485431.1 573306.75 485427.3 573291.76 485452.01 573281.01 485438.42 573256.23 485432.34 573257.65 485419.43 573261.03 485397.04 573266.9 485404.43 573288.93 485393.05 573293.03 485396.39 573301.68 485384.66 573306.22 485414.25 573358.02 485445.78 573345.97,g_2474,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15280,Opał i materiały budowlane,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C1A8-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,483752.66 574776.65 483748.28 574767.88 483732.76 574736.82 483728.53 574728.36 483708.85 574738.81 483712.74 574746.58 483728.45 574778.02 483732.47 574786.06 483752.66 574776.65,g_2509,EPSG:2180,2,Bt,PL.PZGIK.BDOT10k.PTPLA.04.15266,,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C1A9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,474396.02 583454.05 474394.2 583427.45 474405.8 583426.58 474404.66 583404.59 474342.15 583409.89 474344.12 583431.18 474349.43 583430.79 474352.13 583457.83 474396.02 583454.05,g_2543,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15215,,0010_140,,,0025_140,0050_140,0100_140_small,Parking,
2D124632-C1AA-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,486098.75 576941.1 486110.14 576932.28 486109.12 576923.87 486107.3 576919.59 486084.72 576887.51 486062.17 576856.56 486055.84 576847.32 486051.31 576840.62 486007.62 576869.36 485997.41 576876.78 485994.54 576879.16 486003.54 576892.33 486013.22 576904.36 486036.89 576935.28 486027.69 576942.26 486031.6 576947.29 486054.14 576930.4 486057.92 576935.9 486040.34 576949.62 486041.09 576950.59 486030.41 576958.92 486033.39 576962.74 486047.54 576979.19 486098.75 576941.1,g_2578,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15241,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C1AB-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,492827.46 567112.03 492853.43 567106.16 492856.85 567105.39 492855.7 567095.51 492854.99 567065.92 492853.69 567054.64 492837.69 567058.96 492799.41 567066.08 492808.53 567115.76 492827.46 567112.03,g_2612,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15112,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C135-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,449729.83 582222.1 449744.41 582221.06 449767.53 582216.88 449763.21 582174.96 449738.33 582177.43 449739.67 582190.83 449715.45 582194.02 449719.25 582222.75 449729.83 582222.1,g_2646,EPSG:2180,2,Pb,PL.PZGIK.BDOT10k.PTPLA.04.15124,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C144-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,449737.79 582359.46 449733.79 582338.93 449655.4 582309.64 449587.07 582284.11 449587.65 582261.97 449545.52 582258.6 449543.16 582317.68 449571.94 582322.84 449575.99 582307.72 449580.15 582295.63 449632.4 582313.59 449628.17 582325.65 449626 582333.75 449672.58 582350.98 449699.05 582359.88 449711.85 582363.35 449722.48 582364.65 449737.79 582359.46,g_2680,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15312,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C1B4-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,449914.8 582167.04 449909.75 582138.84 449875.73 582147.9 449881.27 582178.77 449914.8 582167.04,g_2714,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.15154,Poliuretan,0010_140,true,template,,,,,
2D124632-C1FC-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,449938.42 582347.78 449937.2 582339.08 449914.06 582342.91 449915.28 582351.43 449938.42 582347.78,g_2749,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.15155,Poliuretan,0010_140,true,template,,,,,
2D124632-C1D2-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,468775.44 569462.09 468805.66 569461.87 468804.38 569396.29 468774.59 569397.38 468774.32 569416.29 468774.57 569428.73 468753.58 569429.12 468754.2 569462.49 468775.44 569462.09,g_2784,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.1523,Poliuretan,0010_140,true,template,,,,,
2D124632-C1D3-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,460256.67 588794.54 460254.12 588773.34 460260.58 588770.94 460244.83 588723.55 460236.47 588738.32 460233.55 588743.96 460233.34 588749.6 460234.72 588754.99 460248.78 588797.27 460256.67 588794.54,g_2819,EPSG:2180,2,Zw,PL.PZGIK.BDOT10k.PTPLA.04.15134,,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C1D4-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,474253.68 568388.95 474239.25 568361.2 474217.34 568364.54 474199.99 568373.89 474223.33 568404.73 474253.68 568388.95,g_2853,EPSG:2180,2,Bt,PL.PZGIK.BDOT10k.PTPLA.04.1531,Opał,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C1D6-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,487924.51 572488.56 487897.2 572444.97 487884.22 572423.94 487910.3 572407.89 487907.28 572402.96 487900.64 572393.32 487897.72 572388.59 487894.2 572382.82 487884.13 572386.81 487866.93 572397.41 487863.97 572400.02 487873.36 572415.49 487860.52 572425.5 487879.26 572455.28 487905.57 572499.74 487924.51 572488.56,g_2888,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15100,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C10E-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,485811.83 575081.52 485762.83 575020.82 485740.26 574991.49 485731.53 574979.94 485725.35 574984.61 485713.19 574992.95 485699.26 575001 485703.01 575006.02 485730.46 575041.72 485778.5 575104.18 485811.83 575081.52,g_2922,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15287,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C10F-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,474498.46 581973.45 474492.84 581933.48 474401.39 581944.74 474406.28 581984.64 474498.46 581973.45,g_2956,EPSG:2180,2,Mb,PL.PZGIK.BDOT10k.PTPLA.04.15195,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C110-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,487141.11 575922.36 487158.12 575931.84 487218.83 575904.91 487211.22 575885.65 487195.06 575891.35 487179.99 575897.81 487169.33 575905.03 487164.6 575906.75 487158.57 575907.07 487155.87 575906.75 487150.49 575905.56 487138.33 575897.06 487132.3 575896.41 487123.15 575897.06 487110.25 575899.75 487081.75 575908.92 487078.04 575917.19 487130.56 575937.01 487141.11 575922.36,g_2990,EPSG:2180,2,Zw,PL.PZGIK.BDOT10k.PTPLA.04.15268,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C111-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,466302.6 574526.66 466310.38 574517.72 466302.39 574510.76 466299.82 574513.8 466294.93 574509.68 466302.47 574500.73 466308.43 574505.83 466311.39 574502.39 466301.06 574493.87 466285.03 574512.9 466251.14 574516.06 466255.57 574521.96 466270.51 574541.84 466276.97 574550.43 466279.88 574554.31 466302.6 574526.66,g_3024,EPSG:2180,2,Bt,PL.PZGIK.BDOT10k.PTPLA.04.15127,,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C112-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,481999.5 589315.24 481976.57 589292.98 481948.37 589266.42 481945.68 589263.91 481941.49 589286.23 481966.74 589327.62 481999.5 589315.24,g_3058,EPSG:2180,2,Mb,PL.PZGIK.BDOT10k.PTPLA.04.1574,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C114-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,488094.82 573734.4 488071.67 573728 488052.5 573780.74 488083.09 573788.94 488094.82 573734.4,g_3092,EPSG:2180,2,Mb,PL.PZGIK.BDOT10k.PTPLA.04.15102,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C115-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,474645.81 581955.33 474654 581953.57 474652.96 581943.62 474649.9 581914.13 474701.08 581907.83 474715.15 581906.1 474704.14 581814.07 474635.63 581821.27 474642.73 581901.4 474644.18 581914.84 474546.27 581926.9 474550.38 581966.93 474645.81 581955.33,g_3126,EPSG:2180,2,Mb,PL.PZGIK.BDOT10k.PTPLA.04.15316,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C117-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,477270.93 590455.94 477281.11 590448.35 477278.97 590443.03 477286.37 590432.55 477307.92 590416.92 477306.16 590414.37 477295.61 590399.47 477272.07 590408.79 477276.5 590420.22 477264.55 590428.81 477244.1 590443.21 477237.15 590447.76 477249.03 590472.27 477270.93 590455.94,g_3160,EPSG:2180,2,Mb,PL.PZGIK.BDOT10k.PTPLA.04.1578,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C11A-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,469092.53 585675.84 469119.65 585689.68 469126.83 585675.61 469133.78 585661.98 469077.25 585633.16 469054.28 585678.2 469083.68 585693.19 469092.53 585675.84,g_3194,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.15166,Poliuretan,0010_140,true,template,,,,,
2D124632-C11B-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,465390.24 581616.37 465414.29 581614.54 465438.14 581596.6 465526.53 581530.35 465571.31 581496.22 465569.34 581493.47 465612.73 581460.93 465615.71 581458.45 465603.34 581441.42 465521.7 581500.2 465530.35 581511.74 465531.96 581514.71 465529.67 581519.06 465483.19 581555.47 465477.01 581559.82 465471.29 581560.27 465447.45 581555.51 465444.17 581557.97 465419.47 581576.48 465405.75 581586.76 465372.62 581611.69 465365.16 581616.79 465368.68 581618.82 465390.24 581616.37,g_3229,EPSG:2180,2,Pb,PL.PZGIK.BDOT10k.PTPLA.04.1548,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C11C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,480963.93 576720.75 480947.37 576709.26 480940.93 576704.81 480944.88 576699.18 480958.86 576679.28 480932.83 576661.33 480895.88 576714.75 480921.61 576732.29 480930.01 576720.34 480936.62 576725.06 480929.05 576736.17 480945.3 576747.26 480963.93 576720.75,g_3263,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.15276,Poliuretan,0010_140,true,template,,,,,
2D124632-C11D-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,466798.02 583895.7 466769.2 583868.51 466764.02 583873.82 466757.83 583880.57 466761.03 583883.89 466755.55 583889.57 466745.43 583900.07 466738.84 583906.9 466764.48 583932.54 466798.02 583895.7,g_3298,EPSG:2180,2,Pb,PL.PZGIK.BDOT10k.PTPLA.04.1552,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C1D7-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,484510.45 573112.33 484530.71 573104.79 484555.07 573096.3 484550.95 573082.14 484509.2 573095.7 484504.31 573096.51 484489.76 573091.25 484490.37 573093.36 484497.23 573117.25 484510.45 573112.33,g_3332,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15262,,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C1D8-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,466441.33 574276.85 466445.74 574273.52 466432.95 574256.04 466428.56 574255.08 466426.75 574250.86 466428.96 574246.04 466435.19 574241.42 466439.4 574240.61 466442.21 574242.62 466443.03 574249.1 466455.16 574266.72 466459.49 574263.72 466464.93 574259.96 466453.02 574242.31 466448.04 574240.41 466446.23 574236.19 466449.44 574231.17 466457.67 574225.94 466461.29 574226.75 466463.9 574229.76 466462.88 574235.66 466474.79 574253.31 466480.27 574249.7 466482.46 574248.12 466480.24 574245.06 466458.07 574213.68 466458.87 574203.8 466454.05 574196.8 466418.32 574220.31 466423.74 574228.29 466441.3 574216.04 466452.05 574215.89 466454.86 574219.31 466454.66 574222.93 466451.85 574225.94 466417.52 574248.05 466439 574278.6 466441.33 574276.85,g_3366,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15129,,0010_140,,,0025_140,0050_140,0100_140_small,,
2D124632-C1D9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2012-11-26,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,468239.54 583486.88 468228.12 583452.94 468242.73 583448.07 468231.48 583414.97 468199.55 583425.89 468210.68 583459.26 468221.9 583492.93 468239.54 583486.88,g_3400,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.15168,Mączka ceglana,0010_140,true,template,,,,,
2D124632-C1DA-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Prz,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,465223.17 575097.16 465263.74 575067.93 465256.6 575057.59 465212.1 575088.69 465220.29 575099.23 465223.17 575097.16,g_3435,EPSG:2180,2,Kp,PL.PZGIK.BDOT10k.PTPLA.04.15318,,0010_140,,,0025_140,0050_140_small,0100_140_small,,
2D124632-C1DB-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,,,,,,,true,inapplicable,true,inapplicable,true,inapplicable,474584.56 568691.28 474616.92 568690.5 474622.85 568689.86 474675.18 568687.67 474677.63 568595.45 474650.27 568597.16 474573.49 568609.85 474559.72 568612.03 474537.75 568615.9 474514.58 568615.05 474494.94 568622.44 474486.39 568625.97 474476.48 568631.01 474480.97 568653.97 474456.45 568659.29 474454.69 568671.12 474454.77 568684.35 474458.37 568682.05 474466.76 568680.54 474477.33 568681.54 474535.32 568691.22 474542.95 568692.46 474549.49 568693.13 474556.71 568693.3 474584.56 568691.28,g_3469,EPSG:2180,2,Tl,PL.PZGIK.BDOT10k.PTPLA.04.1527,,0010_140,,,0025_140,0050_140,0100_140,,
2D124632-C1DD-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2016-12-20T00:00:00,false,PTPL01,true,inapplicable,Dok,m,1,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-20T00:00:00,2012-11-26,,,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,468737.96 569462.3 468736.24 569425.32 468740.27 569425.05 468739.99 569420.74 468744.3 569420.6 468744.86 569417.68 468713.84 569418.61 468706.11 569419.3 468707.18 569421.37 468708.94 569426.54 468710.35 569431.72 468710.51 569435.07 468710.9 569443.41 468712.48 569476.34 468738.61 569476.34 468737.96 569462.3,g_3503,EPSG:2180,2,,PL.PZGIK.BDOT10k.PTPLA.04.1533,Poliuretan,0010_140,true,template,,,,,
