OT_PTUT_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTUT_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTUT_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTUT_A/czyObiektBDOO/__text,OT_PTUT_A/x_kod/__text,OT_PTUT_A/x_skrKarto/_xsi:nil,OT_PTUT_A/x_skrKarto/_nilReason,OT_PTUT_A/x_katDoklGeom/__text,OT_PTUT_A/x_doklGeom/_uom,OT_PTUT_A/x_doklGeom/__text,OT_PTUT_A/x_zrodloDanychG/__text,OT_PTUT_A/x_zrodloDanychA/__text,OT_PTUT_A/x_katIstnienia/_xsi:nil,OT_PTUT_A/x_katIstnienia/_nilReason,OT_PTUT_A/x_rodzajReprGeom/__text,OT_PTUT_A/x_uzytkownik/_xlink:href,OT_PTUT_A/x_aktualnoscG/__text,OT_PTUT_A/x_aktualnoscA/__text,OT_PTUT_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTUT_A/x_dataUtworzenia/__text,OT_PTUT_A/x_kodKarto10k/__text,OT_PTUT_A/x_kodKarto25k/__text,OT_PTUT_A/x_kodKarto50k/__text,OT_PTUT_A/x_kodKarto100k/__text,OT_PTUT_A/x_kodKarto250k/_xsi:nil,OT_PTUT_A/x_kodKarto250k/_nilReason,OT_PTUT_A/x_kodKarto500k/_xsi:nil,OT_PTUT_A/x_kodKarto500k/_nilReason,OT_PTUT_A/x_kodKarto1000k/_xsi:nil,OT_PTUT_A/x_kodKarto1000k/_nilReason,OT_PTUT_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTUT_A/geometria/Polygon/_gml:id,OT_PTUT_A/geometria/Polygon/_srsName,OT_PTUT_A/geometria/Polygon/_srsDimension,OT_PTUT_A/gatunek/__text,OT_PTUT_A/rodzaj/__text,OT_PTUT_A/_gml:id,OT_PTUT_A/x_informDodatkowa/__text,OT_PTUT_A/x_kodKarto10k/_xsi:nil,OT_PTUT_A/x_kodKarto10k/_nilReason,OT_PTUT_A/x_kodKarto25k/_xsi:nil,OT_PTUT_A/x_kodKarto25k/_nilReason,OT_PTUT_A/x_kodKarto50k/_xsi:nil,OT_PTUT_A/x_kodKarto50k/_nilReason,OT_PTUT_A/x_kodKarto100k/_xsi:nil,OT_PTUT_A/x_kodKarto100k/_nilReason,OT_PTUT_A/gatunek/_xsi:nil,OT_PTUT_A/gatunek/_nilReason,OT_PTUT_A/geometria/Polygon/interior/0/LinearRing/posList/__text,OT_PTUT_A/x_skrKarto/__text,OT_PTUT_A/geometria/Polygon/interior/1/LinearRing/posList/__text,OT_PTUT_A/geometria/Polygon/interior/2/LinearRing/posList/__text,OT_PTUT_A/geometria/Polygon/interior/3/LinearRing/posList/__text
2D124632-DA99-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,479817.58 597021.43 479826.81 597054.66 479830.32 597053.7 479833.94 597052.72 479852.59 597047.62 479864.29 597044.42 479866.2 597051.39 479874.43 597049.14 479866.17 597018.93 479817.58 597021.43,g_5927,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15317,,,,,,,,,,,,,,,,
2D124632-DA9A-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,474051.81 597299.09 474056.94 597310.65 474058.93 597315.26 474061.81 597322.06 474097.94 597307.83 474087.37 597282.85 474051.81 597299.09,g_5962,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15168,,,,,,,,,,,,,,,,
2D124632-DA9C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,462491.51 587547.11 462496.5 587500.87 462509.53 587502.51 462517.46 587503.37 462528.63 587504.63 462537.7 587471.64 462478.03 587483.47 462470.04 587544.21 462491.51 587547.11,g_5997,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15585,,,,,,,,,,,,,,,,
2D124632-DA9F-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480156.68 582137.3 480183.14 582150.01 480209.77 582099.66 480185.18 582086.38 480156.68 582137.3,g_6032,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15934,,,,,,,,,,,,,,,,
2D124632-DAA0-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,472159.61 587199 472207.36 587208.98 472209.99 587188.56 472213.6 587156.44 472167.39 587148.39 472151.82 587147.09 472148.3 587154.75 472159.97 587156.92 472170.29 587158.54 472169.63 587162.48 472168.55 587168.29 472178.01 587169 472177.54 587172.55 472188.38 587174.57 472186.54 587184.46 472175.7 587182.44 472162.46 587184.54 472160.57 587194.7 472159.61 587199,g_6067,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.1590,,,,,,,,,,,,,,,,
2D124632-D99A-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,462872.44 586565.04 462896.2 586565.11 462913.4 586521.5 462939.96 586523.86 462948.52 586503.86 462868.64 586496.74 462864.95 586527.99 462866.98 586531.64 462868.09 586534.48 462869.09 586537.21 462869.93 586540.31 462870.78 586544.52 462872.09 586556.23 462872.44 586565.04,g_6102,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15611,,,,,,,,,,,,,,,,
2D124632-D99B-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,486537.02 581337.63 486539.95 581370.27 486572.39 581367.62 486570.47 581337 486562.55 581337.32 486551.69 581337.71 486545.91 581337.73 486537.02 581337.63,g_6137,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.151138,,,,,,,,,,,,,,,,
2D124632-D99C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,482811.21 585225.39 482825.49 585124.54 482800.95 585118.86 482775.12 585112.88 482776 585159.03 482770.47 585213.42 482773.29 585214.78 482775.43 585218.11 482777.38 585223.54 482779.91 585235.03 482782.05 585246.32 482784.78 585259.76 482786.8 585266.85 482789.86 585273.16 482794.51 585279.42 482798.99 585282.93 482802.98 585284.88 482811.21 585225.39,g_6172,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15984,,,,,,,,,,,,,,,,
2D124632-D99D-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,473618.06 591673.84 473619.02 591672.83 473621.14 591670.1 473625.79 591666.12 473631.09 591660.31 473633.38 591657.8 473635.59 591655.35 473645.18 591644.94 473638.88 591639.32 473640.85 591636.52 473636.43 591632.51 473631.86 591628.85 473586.15 591588.54 473584.24 591586.85 473562.36 591622.68 473610.06 591666.5 473618.06 591673.84,g_6207,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15151,,,,,,,,,,,,,,,,
2D124632-D99F-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,465187.66 586098.02 465185.42 586101.14 465178.58 586108.57 465171.99 586118.08 465153.76 586145.22 465178.94 586167.82 465191.71 586153.09 465214.2 586127.13 465217.19 586123.82 465187.66 586098.02,g_6242,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15685,,,,,,,,,,,,,,,,
2D124632-D9A0-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480533.87 598014.98 480565.91 598007.78 480557.73 597965.1 480537.82 597969.64 480539.83 597982.69 480529.29 597985.44 480533.87 598014.98,g_6277,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15322,,,,,,,,,,,,,,,,
2D124632-D9A2-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,468315.31 595213.02 468320.14 595208.72 468327.11 595202.72 468331.71 595200.34 468338.43 595193.88 468351.28 595207.24 468359.89 595198.81 468336.23 595169.25 468295.47 595192.54 468315.31 595213.02,g_6312,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15116,,,,,,,,,,,,,,,,
2D124632-DA0C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,481386.78 597035.85 481407.65 597025.35 481390.14 596981.71 481369.66 596991.83 481373.23 597000.89 481378.46 597014.1 481384.65 597030.29 481386.78 597035.85,g_6347,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15347,,,,,,,,,,,,,,,,
2D124632-DA0D-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,477847.55 588422 477856.42 588422.76 477857.71 588407.66 477865.41 588408.32 477883.15 588409.84 477886.7 588368.39 477865.62 588363.4 477852.83 588360.38 477847.55 588422,g_6382,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.154,,,,,,,,,,,,,,,,
2D124632-DA0F-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480162.74 579853.47 480164.94 579902.03 480165.91 579902.11 480167.04 579902.43 480167.79 579902.96 480171.5 579897.99 480229.53 579865.01 480236.23 579873.44 480244.91 579869.47 480265.99 579909.4 480306.51 579890.08 480288.24 579869.23 480268.44 579846.64 480239.99 579841.75 480215.46 579816.72 480209.11 579824.23 480204.34 579830.58 480194.03 579837.72 480184.72 579842.57 480167.34 579851.39 480162.74 579853.47,g_6417,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15924,,,,,,,,,,,,,,,,
2D124632-DA10-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,477154.39 594522.1 477203.77 594503.51 477197.82 594487.37 477144.97 594505.95 477150.96 594523.46 477154.39 594522.1,g_6452,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15293,,,,,,,,,,,,,,,,
2D124632-DA11-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,476163.58 581705.95 476190.34 581665.36 476175.18 581661.77 476163.04 581659.61 476142.3 581689 476163.58 581705.95,g_6487,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15909,,,,,,,,,,,,,,,,
2D124632-DA12-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,476540.69 586661.93 476572.61 586668.66 476578.5 586639.45 476584.89 586640.72 476595.25 586588.72 476601.36 586562.1 476596.13 586560.9 476598.52 586550.51 476608.98 586552.91 476636.95 586558.98 476637.55 586555.34 476640.78 586539.53 476642.35 586531.84 476591.57 586523.84 476585.64 586563.13 476554.42 586581.56 476540.69 586661.93,g_6522,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15190,,,,,,,,,,,,476551.88 586619.16 476552.15 586617.62 476553.78 586615.98 476555.42 586614.62 476556.96 586614.26 476559.05 586614.89 476559.96 586617.44 476560.6 586618.89 476562.78 586618.89 476565.41 586619.07 476568.5 586619.44 476570.95 586620.35 476572.41 586622.25 476572.77 586624.43 476571.77 586626.52 476568.14 586628.79 476563.41 586630.52 476559.05 586630.43 476555.24 586629.34 476553.78 586627.7 476552.06 586625.89 476551.97 586624.52 476553.15 586623.16 476553.15 586621.34 476551.88 586619.16,,,,
2D124632-DA13-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,483824.42 592895.15 483830.44 592892.09 483837.47 592888.67 483841.64 592886.71 483796.3 592783.78 483775.28 592793.18 483751.21 592804.08 483782.33 592876.36 483785.98 592874.68 483793.01 592871.45 483810.1 592862.44 483824.42 592895.15,g_6560,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.151163,,,,,,,,,,,,,,,,
2D124632-DA14-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480202.15 595725.85 480202.98 595726.87 480214.62 595786.02 480271.4 595772.6 480268.47 595758.93 480260.75 595722.88 480229.6 595728.13 480219.94 595691.1 480214.57 595692.5 480202.15 595725.85,g_6595,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15221,,,,,,,,,,,,,,,,
2D124632-DA16-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,476338.91 585816.63 476315.71 585792.39 476307.26 585780.88 476304.2 585776.6 476295.5 585776.45 476292.56 585776.43 476270.1 585791.71 476279.52 585809.33 476282.69 585807.42 476288.08 585804.05 476292.36 585810.44 476300.72 585805.39 476308.49 585818.25 476300.13 585823.3 476309.24 585838.03 476338.91 585816.63,g_6630,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15183,,,,,,,,,,,,,,,,
2D124632-D9A4-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,465485.35 583454.21 465490.85 583439.67 465493.45 583432.64 465504.63 583436.76 465520.99 583443.42 465531.86 583424.91 465458.5 583396.37 465446.38 583427.63 465455.57 583438.52 465485.35 583454.21,g_6665,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15598,,,,,,,,,,,,,,,,
2D124632-D9A5-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,473798.23 581100.46 473821.5 581091.55 473806.76 581054.01 473783.58 581061.28 473798.23 581100.46,g_6700,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15868,,,,,,,,,,,,,,,,
2D124632-D9A7-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,482826.14 581943.26 482856.37 581987.78 482867.92 582000.77 482882.72 581989.74 482838.52 581935.99 482826.14 581943.26,g_6735,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15958,,,,,,,,,,,,,,,,
2D124632-D9A9-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,482171.42 596298.84 482191.2 596274 482156.67 596245.86 482135.54 596263.57 482147.33 596275.85 482168.22 596295.79 482171.42 596298.84,g_6770,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15334,,,,,,,,,,,,,,,,
2D124632-D9AA-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,482754.06 585814.03 482755 585806.97 482757.06 585781.01 482739.31 585778.91 482715.38 585776.84 482715.1 585779.92 482713.1 585814.22 482754.06 585814.03,g_6805,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15991,,,,,,,,,,,,,,,,
2D124632-D9AC-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,473259.75 589308.25 473271.67 589308.44 473285.69 589308.66 473302.18 589308.92 473320.21 589309.2 473321.04 589256.77 473260.73 589253.98 473259.75 589308.25,g_6840,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.1596,,,,,,,,,,,,,,,,
2D124632-D9AD-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,477478.43 585994.43 477491.17 586068.29 477543.74 586058.77 477541.53 586045.98 477528.17 586048.93 477521.07 586007.74 477537.01 586004.99 477550.54 586002.76 477569.08 585999.44 477564.1 585977.59 477502.35 585989.78 477478.43 585994.43,g_6875,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15193,,,,,,,,,,,,,,,,
2D124632-D9AF-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_731,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,474431.22 596950.48 474418.87 596918.31 474391.59 596926.73 474403.26 596960.07 474431.22 596950.48,g_6910,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15170,,,,,,,,,,,,,,,,
2D124632-DA19-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,474488.53 581255.97 474509.07 581245.66 474519.86 581240.3 474524.8 581236.59 474514.06 581212.22 474511.94 581207.41 474474.63 581224.39 474488.53 581255.97,g_6945,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15871,,,,,,,,,,,,,,,,
2D124632-DA1A-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,472761.47 588962.15 472757.57 588911.18 472731.95 588913.23 472730.22 588920 472722.56 588934.86 472714.95 588946.73 472714.02 588948.61 472711.94 588963.5 472712.7 588976.81 472715.75 588983.28 472718.03 588986.32 472721.83 588988.22 472731.72 588988.98 472762.72 588989.84 472761.47 588962.15,g_6980,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.1595,,,,,,,,,,,,,,,,
2D124632-DA1B-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,473554.61 583084.87 473642.98 583045.28 473635.5 583027.94 473563.23 583060.22 473541.05 583069.26 473554.61 583084.87,g_7015,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15882,,,,,,,,,,,,,,,,
2D124632-DA1C-9CCC-E053-CA2BA8C09B42,PL.PZGiK.994.BDOT10k,2013-01-01T00:00:00,false,PTUT03,true,inapplicable,Prz,m,5,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2012-11-26,2012-11-26,2012-11-26T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,478622.26 596710.58 478572.05 596717.26 478572.84 596722.29 478572.52 596727.48 478570.48 596733.29 478567.49 596737.54 478564.92 596740.58 478578.45 596738.97 478595.53 596736.94 478597.22 596736.74 478598.53 596744.14 478622.88 596741.13 478627.4 596740.57 478623.46 596717.67 478622.26 596710.58,g_7050,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.15314,,,,,,,,,,,,,,,,
