OT_PTWP_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTWP_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTWP_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTWP_A/czyObiektBDOO/__text,OT_PTWP_A/x_kod/__text,OT_PTWP_A/x_skrKarto/_xsi:nil,OT_PTWP_A/x_skrKarto/_nilReason,OT_PTWP_A/x_katDoklGeom/__text,OT_PTWP_A/x_zrodloDanychG/__text,OT_PTWP_A/x_zrodloDanychA/__text,OT_PTWP_A/x_katIstnienia/_xsi:nil,OT_PTWP_A/x_katIstnienia/_nilReason,OT_PTWP_A/x_rodzajReprGeom/__text,OT_PTWP_A/x_uzytkownik/_xlink:href,OT_PTWP_A/x_aktualnoscG/__text,OT_PTWP_A/x_aktualnoscA/__text,OT_PTWP_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTWP_A/x_dataUtworzenia/__text,OT_PTWP_A/x_kodKarto10k/__text,OT_PTWP_A/x_kodKarto25k/__text,OT_PTWP_A/x_kodKarto50k/__text,OT_PTWP_A/x_kodKarto100k/__text,OT_PTWP_A/x_kodKarto250k/_xsi:nil,OT_PTWP_A/x_kodKarto250k/_nilReason,OT_PTWP_A/x_kodKarto500k/_xsi:nil,OT_PTWP_A/x_kodKarto500k/_nilReason,OT_PTWP_A/x_kodKarto1000k/_xsi:nil,OT_PTWP_A/x_kodKarto1000k/_nilReason,OT_PTWP_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTWP_A/geometria/Polygon/_gml:id,OT_PTWP_A/geometria/Polygon/_srsName,OT_PTWP_A/geometria/Polygon/_srsDimension,OT_PTWP_A/poziomWody/__text,OT_PTWP_A/rodzaj/__text,OT_PTWP_A/katIstnienia/_xsi:nil,OT_PTWP_A/katIstnienia/_nilReason,OT_PTWP_A/_gml:id,OT_PTWP_A/PRNG/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTWP_A/PRNG/BT_ReferencjaDoObiektu/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTWP_A/zbiornikWodny1/_xlink:href,OT_PTWP_A/x_kodKarto100k/_xsi:nil,OT_PTWP_A/x_kodKarto100k/_nilReason,OT_PTWP_A/geometria/Polygon/interior/LinearRing/posList/__text,OT_PTWP_A/x_kodKarto25k/_xsi:nil,OT_PTWP_A/x_kodKarto25k/_nilReason,OT_PTWP_A/x_kodKarto50k/_xsi:nil,OT_PTWP_A/x_kodKarto50k/_nilReason,OT_PTWP_A/ciek2/_xlink:href
2CE79A9C-9CB9-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,476574.45 572697.41 476578.06 572701.95 476587.4 572710.19 476599.4 572715.61 476620.05 572719.48 476633.9 572721.81 476641.49 572720.24 476647.5 572711.07 476652.04 572696.44 476669.1 572632.36 476667.96 572619.3 476662.87 572609.49 476656.11 572604.12 476645.93 572599.95 476624.83 572604.03 476620.05 572615.9 476616.82 572626.87 476612.3 572634.29 476607.14 572638.81 476600.36 572640.1 476594.56 572642.36 476590.04 572646.55 476588.1 572658.49 476588.1 572666.56 476586.49 572673.98 476578.74 572681.4 476576.76 572690.56 476574.45 572697.41,g_1941,EPSG:2180,2,36.5,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63100,,,,,,,,,,,
2CE79A9C-9CBA-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,476497.7 569723.81 476503.85 569717.91 476507.1 569708 476506.7 569699.66 476506.07 569693.35 476501.92 569688.02 476494.23 569684.03 476475.88 569680.77 476463.3 569680.92 476451.17 569680.18 476443.18 569682.4 476435.34 569694.09 476432.08 569702.82 476430.9 569709.48 476434.01 569719.83 476437.56 569725.46 476444.51 569728.41 476497.7 569723.81,g_1976,EPSG:2180,2,48,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63101,,,,,,,,,,,
2CE79A9C-9CBB-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,476608.14 572530.96 476620.42 572551.31 476632.05 572566.17 476639.8 572574.25 476654.98 572581.03 476667.26 572583.94 476673.39 572583.29 476680.82 572578.45 476686.96 572558.74 476690.19 572537.1 476690.52 572529.02 476687.29 572523.53 476683.41 572520.62 476677.92 572519.98 476671.13 572519.98 476664.03 572519.98 476659.83 572519.65 476653.69 572516.75 476646.26 572510.93 476638.51 572509.32 476627.52 572512.22 476615.25 572517.07 476609.76 572521.92 476608.14 572530.96,g_2011,EPSG:2180,2,36.4,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63102,,,,,,,,,,,
2CE79A9C-9CBC-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,476775.11 572868.31 476795.22 572869.37 476795.22 572862.66 476775.46 572861.96 476775.11 572868.31,g_2046,EPSG:2180,2,49,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63103,,,,,,,,,,,
2CE79A9C-9CBD-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,476672.33 571247.01 476680.56 571255.9 476684.81 571257.9 476689.19 571256.7 476693.3 571252.32 476693.7 571248.2 476690.38 571244.22 476685.07 571242.62 476675.91 571243.42 476672.33 571247.01,g_2081,EPSG:2180,2,39.5,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63104,,,,,,,,,,,
2CE79A9C-9CBE-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,477092.48 572626.97 477094.88 572636.27 477102.37 572638.81 477112.85 572637.39 477131.29 572631.78 477132.25 572640.28 477134.5 572647.5 477131.93 572672.2 477133.54 572681.5 477145.25 572694.49 477152.78 572694.17 477156.95 572687.43 477160.16 572672.36 477157.76 572651.99 477157.5 572641.33 477153.01 572629.18 477152.71 572621.33 477157.18 572612.22 477159.66 572597.99 477167.11 572592.53 477180.35 572588.72 477183.91 572580.16 477175.72 572572.33 477174.06 572558.76 477163.64 572553.46 477150.63 572557.96 477141.65 572566.68 477131.77 572577.57 477115.73 572588.31 477102.9 572598.9 477094.08 572616.06 477092.48 572626.97,g_2116,EPSG:2180,2,37,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63105,,,,,,,,,,,
2CE79A9C-9CBF-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,478379.01 572041.32 478380.62 572045.08 478387.87 572045.62 478396.47 572045.89 478414.21 572026 478420.66 572020.08 478428.18 572018.74 478435.71 572017.4 478441.08 572013.63 478445.65 572008.53 478442.69 572001.8 478428.99 571989.71 478423.08 571987.56 478416.09 571990.51 478405.34 571998.04 478390.29 572021.16 478380.89 572034.33 478379.01 572041.32,g_2151,EPSG:2180,2,37,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63106,,,,,,,,,,,
2CE79A9C-9C29-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,479327.01 576435.24 479328.12 576436.9 479329.64 576437.87 479335.46 576437.32 479339.34 576436.07 479341.14 576434.27 479343.35 576430.8 479346.54 576429 479350.56 576429 479353.19 576428.86 479356.24 576427.62 479371.06 576416.26 479392.4 576396.45 479401.4 576386.61 479404.73 576384.67 479416.5 576378.57 479419.97 576375.39 479421.07 576372.89 479421.63 576370.95 479420.94 576366.38 479419.14 576359.18 479405.97 576333.27 479402.79 576330.36 479399.19 576329.25 479395.17 576329.68 479389.56 576333.74 479378.94 576346.39 479376.08 576354.51 479370.23 576373.3 479366.01 576381.65 479358.57 576392 479352.34 576398.36 479348.34 576401.71 479339.39 576411.18 479336.48 576415.63 479328.12 576425.82 479327.15 576429.28 479327.01 576435.24,g_2186,EPSG:2180,2,76.9,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63135,,,,,,,,,,,
2CE79A9C-9C2A-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,479477.21 575169.8 479470.04 575178.63 479476.67 575184.43 479482.19 575188.16 479486.63 575188.7 479490.3 575186.95 479491.56 575185.77 479493.01 575183.92 479492.26 575181.86 479477.21 575169.8,g_2221,EPSG:2180,2,74.1,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63136,,,,,,,,,,,
2CE79A9C-9C2B-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,479490.28 576314.58 479490.29 576319.6 479495.87 576328.48 479502.21 576333.55 479511.46 576340.01 479519.31 576341.03 479523.51 576343.18 479524.3 576349.76 479525.36 576352.13 479529.31 576353.44 479534.04 576353.18 479539.04 576350.55 479547.94 576343.04 479553 576338.44 479562.73 576336.6 479567.21 576334.23 479570.87 576331.46 479579.33 576327.09 479588.78 576318.98 479597.94 576314.93 479609.98 576312.14 479615.64 576313.17 479625.12 576313.17 479636.17 576311.85 479640.21 576312.14 479644.03 576311.89 479650.19 576312.47 479656.76 576313.55 479664.16 576316.05 479674.51 576320.29 479681.65 576323.92 479694.86 576328.4 479711.77 576333.68 479723.81 576335.37 479742.17 576336.85 479753.79 576334.73 479763.08 576330.09 479768.57 576327.13 479770.68 576324.18 479770.68 576319.53 479769.37 576313.91 479766.2 576307.44 479759.86 576303.26 479758.22 576298.21 479758.35 576294.67 479754.04 576291.38 479739.85 576289.76 479726.13 576288.71 479714.3 576288.5 479707.97 576289.97 479699.18 576291.5 479689.42 576290.74 479683.69 576287.44 479677.52 576285.73 479671.27 576286.71 479660.89 576295.67 479656.2 576300.04 479655.31 576300.9 479651.36 576303.37 479650.14 576303.49 479647.34 576302.89 479641.18 576299.74 479632.23 576296.32 479622.75 576295.53 479620.64 576293.95 479618.8 576290.27 479616.96 576288.43 479614.06 576288.43 479611.69 576290.27 479603.27 576294.22 479589.32 576297.64 479573 576298.43 479566.42 576298.96 479560.37 576298.17 479553.26 576295.8 479542.2 576290.01 479534.12 576289.77 479525.76 576291.93 479519.12 576296.4 479508.74 576306.35 479501.53 576310.54 479495.33 576311.11 479491.58 576311.98 479490.28 576314.58,g_2256,EPSG:2180,2,76.9,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63137,,,,,,,,,,,
2CE79A9C-9C2C-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,,true,inapplicable,true,inapplicable,true,inapplicable,480291.3 575727.56 480292.29 575739.59 480302.34 575746.89 480309.92 575750.68 480311.02 575751.23 480322.45 575754.98 480339.41 575756.55 480350.25 575756.55 480358.93 575752.61 480365.83 575747.28 480369.38 575741.17 480374.11 575732.89 480375.13 575720.53 480383.9 575711.92 480396.05 575708.55 480403.57 575708.01 480407.99 575704.66 480410.59 575700.34 480411.77 575693.44 480407.63 575691.27 480399.35 575692.45 480382.2 575700.93 480374.73 575701.55 480373.7 575695.69 480380.93 575686.57 480385.62 575680.68 480386.29 575675.59 480382.54 575672.1 480376.64 575671.97 480361.37 575680.28 480355.59 575681.97 480352.3 575680.34 480349.27 575679.63 480342.57 575679.82 480335.59 575684.79 480330.27 575690.49 480326.2 575693.63 480313.58 575704.09 480303.33 575711.58 480295.05 575719.28 480291.3 575727.56,g_2291,EPSG:2180,2,68.7,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63138,,,,true,inapplicable,,,,,,
2CE79A9C-9C2D-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,480159.11 575211.46 480159.85 575217.11 480163.41 575223.38 480166.11 575224.61 480170.9 575223.5 480178.27 575221.29 480182.94 575219.57 480186.62 575216.62 480188.22 575212.2 480188.22 575206.55 480186.25 575201.75 480182.32 575200.16 480176.8 575201.26 480168.57 575205.07 480161.44 575209 480159.11 575211.46,g_2326,EPSG:2180,2,64.9,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63140,,,,,,,,,,,
2CE79A9C-9C2E-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,480311.11 575852.53 480311.58 575854.13 480313.66 575855.88 480318.76 575856.36 480320.67 575858.59 480319.72 575861.46 480319.8 575863.9 480324.18 575870.55 480333.91 575880.59 480340.44 575884.9 480349.21 575886.97 480353.99 575888.72 480356.69 575889.71 480360.37 575892.87 480362.6 575893.51 480367.87 575893.19 480373.13 575894.3 480385.88 575897.65 480394.49 575898.93 480401.98 575898.93 480404.54 575897.81 480405.81 575895.26 480405.81 575891.75 480405.33 575888.88 480403.58 575887.13 480400.39 575886.81 480392.58 575888.25 480385.4 575889.68 480380.3 575889.68 480376.16 575888.88 480369.3 575886.01 480366.59 575883.62 480357.95 575873.17 480347.46 575860.5 480340.6 575850.94 480336.3 575848.23 480331.51 575846.79 480328.48 575846.63 480323.22 575847.11 480315.41 575849.02 480311.9 575850.62 480311.11 575852.53,g_2361,EPSG:2180,2,67.6,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63141,,,,,,,,,,,
2CE79A9C-9C2F-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,480902.62 575879.39 480903.87 575881.9 480908.54 575884.95 480927.03 575896.44 480949.06 575914.06 480949.69 575914.43 480953.01 575916.4 480957.39 575914.19 480962.49 575907.3 480960.83 575901.43 480955.99 575896.7 480948.59 575889.43 480931.24 575871.31 480917.46 575861.11 480912.74 575862.63 480909.8 575866.28 480903.62 575874.78 480902.62 575879.39,g_2396,EPSG:2180,2,75.2,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63142,,,,,,,,,,,
2CE79A9C-9C30-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,480916.94 574599.59 480925.39 574605.89 480933.26 574595.44 480924.53 574589.28 480916.94 574599.59,g_2431,EPSG:2180,2,65,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63143,,,,,,,,,,,
2CE79A9C-9CC0-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,478517.81 576775.53 478520.3 576779.18 478525.58 576781.65 478533.87 576779.82 478536.53 576781.32 478535.36 576784.63 478527.9 576791.11 478527.57 576795.59 478530.22 576798.91 478536.53 576799.24 478551.79 576793.78 478570.87 576784.65 478587.12 576773.18 478591.44 576766.04 478595.09 576760.4 478597.23 576756.59 478599.57 576751.11 478596.51 576742.74 478589.87 576740.25 478574.02 576740.48 478570.87 576740.32 478567.71 576737 478563.99 576735.26 478559.34 576735.92 478552.78 576743.47 478539.01 576747.45 478530.22 576759.24 478521.43 576763.39 478518.28 576769.2 478517.81 576775.53,g_2466,EPSG:2180,2,74.6,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63107,,,,,,,,,,,
2CE79A9C-9CC1-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,478025.92 571392.58 478031.21 571396.27 478049.76 571387.8 478062.33 571382.99 478080.18 571382.52 478098.76 571386.89 478107.81 571396.18 478115.42 571397.42 478123.03 571394.01 478127.22 571378.64 478120.23 571371.19 478111.38 571362.5 478096.33 571354.12 478082.67 571343.56 478069.63 571334.87 478062.33 571336.11 478049.91 571351.79 478036.57 571368.71 478026.72 571382.01 478025.92 571392.58,g_2501,EPSG:2180,2,36,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63108,,,,,,,,,,,
2CE79A9C-9CC2-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,477553.66 571848.3 477565.8 571839.42 477581.69 571842.68 477594.63 571841.1 477606.51 571831.59 477609.34 571815.73 477607.56 571793.51 477602.67 571788.63 477596.28 571789.72 477595.49 571801.74 477591.53 571818.15 477585.06 571819.7 477578.99 571809.26 477572.91 571807.88 477565.65 571811.77 477557.66 571824.72 477542.87 571835.02 477531.78 571844 477520.78 571846.68 477516.04 571852.45 477515.75 571857.34 477519.01 571861.48 477524.34 571863.11 477532.63 571861.78 477541.37 571856.15 477553.66 571848.3,g_2536,EPSG:2180,2,35,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63109,,,,,,,,,,,
2CE79A9C-9CC3-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601,true,inapplicable,true,inapplicable,true,inapplicable,477198.44 572584.61 477200.29 572590.43 477203.99 572599.68 477203.99 572607.61 477199.24 572621.09 477199.24 572628.22 477199.5 572638 477204.26 572643.29 477209.54 572648.57 477213.5 572648.04 477240.45 572636.41 477253.4 572629.81 477274.8 572622.14 477286.16 572612.89 477295.67 572604.43 477301.48 572602.74 477326.58 572591.64 477348.51 572572.87 477353.8 572553.32 477363.31 572544.07 477389.47 572530.85 477423.55 572517.64 477433.59 572504.8 477451.02 572492.11 477452.34 572490.26 477458.69 572475.2 477468.2 572458.55 477468.2 572442.43 477457.63 572433.7 477445.74 572431.85 477430.94 572439.25 477423.02 572442.16 477411.39 572434.23 477399.5 572431.85 477381.8 572437.93 477364.36 572453.53 477357.23 572471.23 477346.13 572493.7 477325.26 572512.73 477297.25 572525.68 477270.83 572540.48 477252.08 572559.77 477225.39 572576.68 477212.71 572575.63 477201.88 572579.06 477198.44 572584.61,g_2571,EPSG:2180,2,37,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63110,,,,,,,,,,,
2CE79A9C-9CC4-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,477725.59 571736.54 477715.73 571750.62 477711.3 571762.69 477713.72 571772.15 477721.56 571776.37 477731.22 571776.77 477745.5 571771.34 477759.18 571761.08 477768.15 571747.9 477776.6 571741.03 477793.77 571731.78 477811.73 571718.05 477820.94 571705.36 477834.82 571691.68 477851.72 571680.41 477863.19 571675.98 477857.36 571661.7 477854.94 571647.62 477859.37 571638.36 477858.36 571628.71 477852.73 571621.06 477839.25 571618.05 477830.8 571619.86 477819.38 571632.67 477803.01 571650.89 477793.5 571663.84 477775.28 571673.08 477765.25 571676.78 477760.23 571682.86 477759.7 571690.26 477761.55 571699.24 477756.8 571707.96 477748.87 571724.07 477735.85 571730.5 477725.59 571736.54,g_2606,EPSG:2180,2,35.3,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63111,,,,,,,,,,,
2CE79A9C-9CC5-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601_small,0050_601_small,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,477753.39 570789.39 477754.53 570793.8 477755.53 570796.22 477758.08 570796.5 477766.89 570793.23 477778.26 570789.25 477780.39 570787.97 477781.11 570786.41 477781.11 570784.56 477779.54 570780.87 477777.98 570778.73 477774.99 570777.74 477768.46 570779.59 477756.38 570784.56 477753.96 570786.69 477753.39 570789.39,g_2641,EPSG:2180,2,42.5,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63112,,,,,,,,,,,
2CE79A9C-9CC6-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,478061.35 572266.31 478064.35 572269.02 478070.33 572270.44 478104.27 572259.18 478125.51 572248.48 478151.89 572236.5 478188.51 572219.53 478207.47 572208.12 478213.89 572202.27 478213.89 572198.42 478212.18 572192.72 478203.05 572182.16 478197.49 572181.88 478185.95 572186.59 478172.69 572192.43 478151.87 572209.97 478127.93 572225.37 478099.13 572241.07 478085.02 572247.48 478080.45 572249.19 478078.03 572253.33 478076.23 572258.65 478072.67 572263.5 478064.63 572264.31 478061.35 572266.31,g_2676,EPSG:2180,2,35.7,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63113,,,,,,,,,,,
2CE79A9C-9CC7-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWP03,true,inapplicable,Dok,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_601,0025_601,0050_601,0100_601_small,true,inapplicable,true,inapplicable,true,inapplicable,477839.99 572337.45 477841.56 572346.87 477844.55 572348.43 477852.25 572347.86 477856.39 572347.3 477864.37 572351.01 477869.93 572350.58 477877.91 572350.01 477879.76 572352.29 477879.19 572355.71 477878.34 572358.7 477882.9 572362.12 477894.31 572366.98 477903.57 572366.98 477912.27 572367.84 477919.54 572369.12 477930.94 572368.98 477940.49 572367.41 477950.76 572366.84 477959.88 572369.83 477971 572371.26 477984.54 572372.12 477992.95 572369.55 477995.94 572365.41 477996.17 572360.12 477994.05 572356.42 477985.78 572356.56 477971.67 572354.13 477951.14 572351 477937.03 572350.57 477927.62 572349.29 477925.63 572345.58 477926.06 572342.87 477930.76 572342.58 477937.32 572343.44 477941.31 572342.01 477943.45 572336.88 477943.87 572328.89 477942.7 572323.01 477937.89 572321.62 477932.19 572325.47 477924.92 572324.9 477916.36 572324.05 477903.11 572325.47 477885.47 572324.76 477867.65 572322.91 477854.53 572324.76 477844.55 572328.33 477840.85 572332.46 477839.99 572337.45,g_2711,EPSG:2180,2,35.4,Ps,true,inapplicable,PL.PZGIK.BDOT10k.PTWPA.04.63114,,,,,,,,,,,
