OT_PTNZ_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTNZ_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTNZ_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTNZ_A/czyObiektBDOO/__text,OT_PTNZ_A/x_kod/__text,OT_PTNZ_A/x_skrKarto/_xsi:nil,OT_PTNZ_A/x_skrKarto/_nilReason,OT_PTNZ_A/x_katDoklGeom/__text,OT_PTNZ_A/x_zrodloDanychG/__text,OT_PTNZ_A/x_zrodloDanychA/__text,OT_PTNZ_A/x_katIstnienia/_xsi:nil,OT_PTNZ_A/x_katIstnienia/_nilReason,OT_PTNZ_A/x_rodzajReprGeom/__text,OT_PTNZ_A/x_uzytkownik/_xlink:href,OT_PTNZ_A/x_aktualnoscG/__text,OT_PTNZ_A/x_aktualnoscA/__text,OT_PTNZ_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTNZ_A/x_dataUtworzenia/__text,OT_PTNZ_A/x_kodKarto10k/_xsi:nil,OT_PTNZ_A/x_kodKarto10k/_nilReason,OT_PTNZ_A/x_kodKarto25k/_xsi:nil,OT_PTNZ_A/x_kodKarto25k/_nilReason,OT_PTNZ_A/x_kodKarto50k/_xsi:nil,OT_PTNZ_A/x_kodKarto50k/_nilReason,OT_PTNZ_A/x_kodKarto100k/_xsi:nil,OT_PTNZ_A/x_kodKarto100k/_nilReason,OT_PTNZ_A/x_kodKarto250k/_xsi:nil,OT_PTNZ_A/x_kodKarto250k/_nilReason,OT_PTNZ_A/x_kodKarto500k/_xsi:nil,OT_PTNZ_A/x_kodKarto500k/_nilReason,OT_PTNZ_A/x_kodKarto1000k/_xsi:nil,OT_PTNZ_A/x_kodKarto1000k/_nilReason,OT_PTNZ_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTNZ_A/geometria/Polygon/_gml:id,OT_PTNZ_A/geometria/Polygon/_srsName,OT_PTNZ_A/geometria/Polygon/_srsDimension,OT_PTNZ_A/rodzaj/__text,OT_PTNZ_A/_gml:id,OT_PTNZ_A/geometria/Polygon/interior/LinearRing/posList/__text,OT_PTNZ_A/x_informDodatkowa/__text
2CE79A9C-9552-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472457.49 572987.6 472466.73 572988.02 472477.82 572988.53 472478.57 572978.68 472479.05 572973.75 472479.73 572968.05 472480.57 572962.28 472481.48 572956.94 472482.64 572950.93 472483.93 572945.09 472485.36 572939.28 472486.57 572934.8 472488.44 572928.49 472490.37 572922.58 472492.08 572917.7 472494.48 572911.41 472496.7 572905.99 472499.5 572899.67 472502.57 572893.23 472504.6 572889.25 472506.42 572885.82 472500.69 572882.73 472488.43 572876.09 472485.55 572881.57 472482.33 572888.11 472479.77 572893.67 472477.1 572899.86 472474.2 572907.13 472471.81 572913.68 472469.87 572919.43 472467.88 572925.83 472466.08 572932.21 472464.57 572938.11 472462.89 572945.48 472461.54 572952.26 472460.41 572958.85 472459.56 572964.68 472458.76 572971.16 472458.01 572979.2 472457.68 572983.97 472457.49 572987.6,g_676,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.633,,
2CE79A9C-9553-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472477.27 573026.2 472478.92 573028.71 472482.98 573033.97 472492.85 573043.31 472502.28 573049.33 472512.28 573053.55 472528.15 573056.64 472535.7 573056.66 472544.71 573055.65 472544.31 573053.05 472547.79 573052.28 472554.82 573050.08 472564.16 573045.62 472572.5 573039.81 472582.33 573029.62 472589.24 573018.81 472596.51 573005.35 472602.94 572990.9 472608.52 572975.06 472611.83 572962.89 472615.32 572944.64 472617.2 572924.76 472617.52 572915.59 472608.76 572915.5 472605.87 572915.47 472605.32 572931.73 472602.65 572953.03 472599.05 572967.15 472592.88 572985.56 472588.66 572995.19 472582.97 573005.28 472585.64 573006.76 472575.54 573023.45 472573.29 573022.03 472564.45 573032.2 472553.45 573038.83 472543.18 573041.79 472532.06 573042.15 472516.68 573039.07 472505.21 573033.39 472495.62 573024.75 472488.88 573016.7 472477.27 573026.2,g_709,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.634,,
2CE79A9C-9554-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472623.15 571412.61 472673.76 571422.43 472679.44 571384.74 472683.56 571367.06 472643.59 571354.54 472635.22 571358.39 472623.15 571412.61,g_742,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.635,,
2CE79A9C-9555-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472917.66 571371.35 472924.06 571389.35 472931.6 571410.58 473008.29 571387.7 473040.24 571406.66 473061.44 571444.5 473099.45 571423.43 473095.82 571337.7 472954.06 571333.53 472957.03 571361.31 472917.66 571371.35,g_775,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.636,,Teren budowy-roboty ziemne
2CE79A9C-9556-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472979.53 573308.42 472980.52 573335.29 473020.7 573333.81 473019.71 573306.94 472979.53 573308.42,g_809,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.637,,Plac zabaw dla dzieci
2CE79A9C-9557-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473459.84 572152.86 473465.12 572155.1 473495.23 572166.91 473506.17 572139.71 473496.18 572118.36 473490.12 572120.04 473475.77 572112.94 473459.84 572152.86,g_843,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.638,,
2CE79A9C-9558-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473588.78 571937.24 473591.53 571939.4 473593.3 571937.83 473616.12 571955.74 473622.02 571948.26 473639.73 571962.43 473644.65 571962.23 473647.2 571958.89 473646.81 571954.16 473629.3 571940.39 473637.76 571930.15 473611.6 571909.29 473588.78 571937.24,g_876,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.639,,
2CE79A9C-9559-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473619.19 574327.73 473620.14 574339.94 473747.79 574344.92 473779.15 574356.28 473779.82 574341.23 473783.96 574341.02 473782.66 574332.61 473781.2 574329.42 473779.73 574326.22 473786.49 574319.95 473801.25 574323.35 473809.9 574325.05 473809.9 574342.83 473796.63 574343.07 473795.68 574348.87 473795.27 574356.91 473804.95 574357.71 473836.46 574360.3 473863 574360.93 473858.89 574327.23 473881.34 574326.1 473901.73 574323.38 473915.99 574321.48 473940.69 574318.67 473942.81 574322.42 473964.11 574360.11 473970.85 574358.64 473973.46 574352.47 473952.21 574317.36 473936.58 574291.63 473940.57 574289.14 473918.88 574247 473914.64 574239.02 473894.94 574190.9 473849.77 574218.47 473827.16 574232.09 473794.04 574252.05 473769.58 574266.79 473762 574249.32 473708.41 574279.9 473715.47 574284.16 473712.75 574294.56 473662.92 574292.31 473654.63 574291.6 473622.91 574301.56 473627.26 574306.58 473619.19 574327.73,g_909,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6310,,
2CE79A9C-955A-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473619.27 569411.41 473625.14 569435.34 473631.06 569459.51 473689.13 569445.27 473683.91 569423.96 473677.34 569397.17 473619.27 569411.41,g_942,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6311,,
2CE79A9C-955B-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473706.45 569722.19 473720.84 569721.78 473720.69 569651.46 473707.65 569652.06 473706.45 569722.19,g_975,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6312,,
2CE79A9C-955C-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473873.46 571620.97 473875.42 571632.26 473877.55 571636.19 473888.51 571640.94 473901.76 571637.99 473909.78 571633.57 473931.7 571616.06 473932.52 571609.35 473885.4 571578.91 473877.22 571591.19 473874.6 571603.3 473874.21 571609.53 473874.02 571616.21 473873.46 571620.97,g_1008,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6313,,
2CE79A9C-955D-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473900.68 570520.84 473899.34 570523.18 473925.68 570536.89 473959.71 570551.7 474025.09 570579.05 474052.03 570590.27 474166.14 570637.86 474179.15 570643.19 474218.95 570660.04 474265.79 570678.81 474269.65 570669.25 474183.14 570633.3 474060.04 570581.79 474001.27 570557.1 473962.5 570540.27 473936.22 570528.4 473905.23 570513.08 473904.33 570514.61 473900.68 570520.84,g_1041,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6314,,
2CE79A9C-955E-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473940.88 574919.68 473949.32 574941.79 473961.83 574937.56 473969.43 574958.42 473978.54 574955.41 473990.63 574951.41 474002.53 574947.48 474021.2 574941.31 474019.79 574934.7 474013.97 574917.44 474002.36 574920.73 473998.21 574906.39 473994.6 574895.54 474001.06 574885.21 473985.34 574875.44 473980.83 574881.61 473985.74 574898.24 473973.39 574902.51 473971.65 574897.76 473961.51 574900.77 473940.88 574919.68,g_1074,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6315,,
2CE79A9C-955F-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,473958.51 570484.51 474011.79 570506.7 474053.7 570524.23 474103.26 570544.95 474185.42 570579.32 474237.45 570601.04 474321.28 570636.34 474324.99 570628.12 474305.06 570617.04 474272.23 570599.69 474247.51 570588.94 474217.53 570576.45 474159.28 570552.11 474104.08 570529.12 474057.75 570510.72 474010.49 570494.3 473961.08 570477.42 473958.51 570484.51,g_1107,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6316,,
2CE79A9C-9560-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,474029.69 570527.86 474059.92 570539.77 474060.01 570539.54 474067.13 570542.52 474149.24 570577.82 474185.12 570592.89 474194.39 570596.78 474244.53 570617.83 474246.87 570618.81 474247.72 570616.74 474270.72 570626.41 474290.02 570634.51 474293.95 570636.2 474339.61 570655.9 474341.9 570650.48 474324.07 570642.32 474277.2 570622.64 474237.78 570606.3 474197.48 570589.3 474178.4 570581.28 474114.93 570554.7 474032.67 570520.36 474029.69 570527.86,g_1140,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6317,,
2CE79A9C-9561-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,474423.78 572143.24 474430.51 572144.53 474435.49 572127.04 474440.33 572112.69 474506.95 571924.43 474512.15 571907.93 474503.11 571904.46 474493.43 571931.34 474483.51 571958.9 474471.99 571990.93 474457.71 572030.86 474437.74 572086.67 474432.31 572103.56 474427.87 572120.27 474426.42 572127.52 474424.94 572134.96 474423.78 572143.24,g_1173,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6318,,
2CE79A9C-9562-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,474616.42 570746.83 474842.53 570827.1 474890.44 570844.67 474996.63 570882.58 475023.04 570889.74 475001.06 570879.26 474942.88 570856.27 474842.49 570818.6 474619.64 570737.75 474616.42 570746.83,g_1206,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6320,,
2CE79A9C-95B5-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,474845.22 572451.99 474852.51 572430.59 474863.8 572391.37 474869.84 572370.4 474875.61 572350.36 474850.46 572343.06 474806.32 572331.32 474801.68 572328.14 474794.97 572335.69 474783.49 572369.31 474781.97 572373.75 474787.01 572375.5 474773.23 572422.25 474833.01 572446.95 474845.22 572451.99,g_1239,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.63109,,
2CE79A9C-95B6-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,474020.14 570551.04 474016.94 570558.89 474065.21 570578.29 474170.62 570622.93 474184.91 570628.93 474218.22 570642.91 474273.22 570665.87 474327.73 570688.75 474331.19 570682.93 474331.89 570681.65 474314.04 570672.7 474286.53 570661.17 474245.94 570644.1 474195.16 570622.99 474194.77 570624.01 474175.18 570615.83 474173.97 570615.24 474085.02 570578.18 474061.38 570568.29 474054.08 570565.28 474044.99 570561.28 474020.14 570551.04,g_1272,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.63110,,
2CE79A9C-95B7-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,470083.88 573004.48 470162.86 572930.72 470122.38 572888.24 470051.04 572813.38 470032.65 572827.42 469938.06 572855.48 469885.93 572862.51 469887.78 572877.91 469898.35 572900.87 469902.48 572917.63 469906.61 572965.39 470003.25 572986.7 470083.88 573004.48,g_1305,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63111,,
2CE79A9C-95B8-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,469997 573022.31 469999.61 573029.45 470001.67 573039.78 470000.07 573057 469996.16 573078.13 469966.77 573152.06 469986.2 573194.21 470100.19 573159.91 470091.29 573108.29 470089.66 573098.81 470083.88 573004.48 470076.31 573010.53 470069.98 573009.59 470043.45 573020.77 470017.18 573010.8 470011.93 573009.19 469997 573022.31,g_1338,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63112,,
2CE79A9C-95B9-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,480275.65 576288.74 480290.37 576310.32 480306.25 576333.6 480369.26 576307.66 480371.91 576310.35 480390.83 576302.05 480390.8 576299.61 480389.36 576298.02 480373.92 576280.94 480372.28 576279.13 480369.98 576276.36 480329.06 576227.07 480289.08 576251.83 480293.95 576259.27 480309.27 576249.24 480318.89 576242.94 480323 576241.11 480328.33 576240.65 480332.13 576242.48 480335.33 576246.74 480347.11 576268.41 480349.49 576274 480350.1 576279.02 480349.05 576282.26 480345.9 576285.18 480335.28 576292.07 480309.2 576308.99 480306.04 576310.45 480304.1 576309.48 480285.63 576281.89 480275.65 576288.74,g_1371,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63114,,
2CE79A9C-95BA-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,480135.14 576378.37 480135.63 576380.95 480136.28 576384.29 480139.66 576394.99 480147.63 576392.58 480152.28 576390.17 480156.13 576386.81 480158.54 576384.24 480160.25 576379.89 480162.23 576375.58 480165.8 576372.79 480199.27 576355.05 480202.48 576354.25 480204.73 576354.89 480206.13 576355.97 480220.37 576379.15 480257.08 576438.89 480240.16 576449.35 480248.08 576470.52 480258.32 576497.86 480276.86 576481.29 480294.5 576472.46 480271.81 576436.65 480267.78 576435.39 480250.13 576407.4 480223.25 576375.43 480201.68 576341.06 480135.14 576378.37,g_1404,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63115,,
2CE79A9C-95BB-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,479821.25 576576.18 479834.27 576612.6 479845.97 576644.04 479854.09 576665.85 479859.65 576680.48 479867.44 576705.42 479869.1 576712.23 479869.26 576716.34 479879.64 576714.07 479886.82 576711.17 479904.7 576708.66 479947.76 576694.3 480026.63 576666.03 479996.06 576561.07 479990.65 576542.48 479969.05 576468.32 479948.63 576474.9 479940.32 576471.75 479933.15 576472.38 479912.73 576479.49 479879.03 576491.18 479880.84 576497.34 479884.88 576509.42 479879.73 576511.2 479885.6 576528.22 479914.66 576518.15 479922.55 576541.28 479829.46 576573.28 479821.25 576576.18,g_1437,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63116,,
2CE79A9C-95BC-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,479387.4 576843.76 479391.6 576855.71 479394.22 576863.14 479398.61 576875.62 479402.22 576883.01 479405.41 576885.49 479409.65 576885.84 479416.38 576884.43 479568.89 576831.74 479622.32 576813.28 479620.69 576804.4 479616.93 576795.17 479602.53 576755.99 479584.75 576762.14 479577.91 576765.19 479567.96 576774.03 479559.82 576781.13 479552.89 576785.44 479415.87 576833.41 479387.4 576843.76,g_1470,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63117,,
2CE79A9C-95BD-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,479043.19 575812.44 479046 575826.51 479049.64 575845.92 479052.31 575862.61 479057.45 575860.44 479129.3 575836.44 479136.05 575836.31 479141.15 575837.56 479146.63 575840.87 479148.31 575821.95 479143.98 575813.79 479140.54 575803.35 479140.52 575800.8 479091.84 575820.18 479089.02 575813.14 479086.1 575805.32 479167.67 575772.96 479170.7 575781.28 479171.29 575783.06 479185 575776.36 479195.32 575775.21 479204.23 575776.48 479204.1 575770.87 479202.32 575761.82 479198.68 575750.56 479057.22 575806.82 479043.19 575812.44,g_1503,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63118,,
2CE79A9C-95BE-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ02,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,476777.65 575749.95 476831.3 575803.22 476853.79 575779.07 476797.51 575728.48 476777.65 575749.95,g_1536,EPSG:2180,2,Tps,PL.PZGIK.BDOT10k.PTNZA.04.63119,,
2CE79A9C-95AA-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,472298.19 576351.7 472285.31 576440.15 472344.07 576447.92 472356.16 576363.32 472328.52 576357.69 472298.19 576351.7,g_1569,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6397,,
2CE79A9C-95AB-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTNZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,true,inapplicable,470331.43 572154.09 470340.95 572169.61 470350.36 572184.96 470358.51 572198.24 470372.23 572192.78 470404.42 572174.92 470428.86 572161.53 470450.03 572149.93 470434.53 572119.06 470412.53 572132.05 470410.47 572128.27 470407.25 572130.29 470372.42 572152.17 470362.33 572135.52 470331.43 572154.09,g_1602,EPSG:2180,2,Urz,PL.PZGIK.BDOT10k.PTNZA.04.6398,,
