OT_PTLZ_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTLZ_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTLZ_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTLZ_A/czyObiektBDOO/__text,OT_PTLZ_A/x_kod/__text,OT_PTLZ_A/x_skrKarto/_xsi:nil,OT_PTLZ_A/x_skrKarto/_nilReason,OT_PTLZ_A/x_katDoklGeom/__text,OT_PTLZ_A/x_zrodloDanychG/__text,OT_PTLZ_A/x_zrodloDanychA/__text,OT_PTLZ_A/x_katIstnienia/_xsi:nil,OT_PTLZ_A/x_katIstnienia/_nilReason,OT_PTLZ_A/x_rodzajReprGeom/__text,OT_PTLZ_A/x_uzytkownik/_xlink:href,OT_PTLZ_A/x_aktualnoscG/__text,OT_PTLZ_A/x_aktualnoscA/__text,OT_PTLZ_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTLZ_A/x_dataUtworzenia/__text,OT_PTLZ_A/x_kodKarto10k/__text,OT_PTLZ_A/x_kodKarto25k/__text,OT_PTLZ_A/x_kodKarto50k/__text,OT_PTLZ_A/x_kodKarto100k/__text,OT_PTLZ_A/x_kodKarto250k/_xsi:nil,OT_PTLZ_A/x_kodKarto250k/_nilReason,OT_PTLZ_A/x_kodKarto500k/_xsi:nil,OT_PTLZ_A/x_kodKarto500k/_nilReason,OT_PTLZ_A/x_kodKarto1000k/_xsi:nil,OT_PTLZ_A/x_kodKarto1000k/_nilReason,OT_PTLZ_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/_gml:id,OT_PTLZ_A/geometria/Polygon/_srsName,OT_PTLZ_A/geometria/Polygon/_srsDimension,OT_PTLZ_A/gatunekDrzew/0/__text,OT_PTLZ_A/kategoria/__text,OT_PTLZ_A/rodzaj/__text,OT_PTLZ_A/_gml:id,OT_PTLZ_A/x_uwagi/__text,OT_PTLZ_A/geometria/Polygon/interior/0/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/1/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/2/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/3/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/4/LinearRing/posList/__text,OT_PTLZ_A/gatunekDrzew/0/_xsi:nil,OT_PTLZ_A/gatunekDrzew/0/_nilReason,OT_PTLZ_A/gatunekDrzew/1/__text,OT_PTLZ_A/nazwa/__text,OT_PTLZ_A/geometria/Polygon/interior/5/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/6/LinearRing/posList/__text,OT_PTLZ_A/x_informDodatkowa/__text,OT_PTLZ_A/geometria/Polygon/interior/7/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/8/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/9/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/10/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/11/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/12/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/13/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/14/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/15/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/16/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/17/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/18/LinearRing/posList/__text,OT_PTLZ_A/geometria/Polygon/interior/19/LinearRing/posList/__text
2CE79A9C-9447-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_703,0025_703,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,480921.45 570277.4 480958.73 570293.21 481033.11 570303.01 481067.41 570232.16 481038.46 570210.32 480959.63 570193.11 480949.53 570208.67 480936.7 570222.59 480926.87 570240.89 480922.23 570255.36 480921.68 570270.92 480921.45 570277.4,g_4525,EPSG:2180,2,,L,Las,PL.PZGIK.BDOT10k.PTLZA.04.63265,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-9448-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_704,0025_704,0050_702_small,0100_701_small,true,inapplicable,true,inapplicable,true,inapplicable,480962.73 574918.82 480993.42 574925.25 481009.41 574932.9 480994.86 574949.62 481003.69 574956.91 481017.18 574967.96 481035.14 574950.64 481045.56 574956.2 481053.12 574975.19 481058.44 574968.87 481066.98 574956 481068.36 574954.21 481044.91 574937 481027.17 574923.98 481013.3 574913.61 480986.12 574905.09 480964.88 574908.52 480962.73 574918.82,g_4561,EPSG:2180,2,,I,Las,PL.PZGIK.BDOT10k.PTLZA.04.63266,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-948B-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_703,0025_703,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,477138.87 571165.36 477172.31 571157.55 477211.21 571147.12 477217.09 571145.51 477239.91 571150.61 477252.43 571155.73 477270.66 571166.22 477301.26 571155.75 477309.62 571141.22 477324.02 571112.4 477333.39 571108.17 477339.15 571105.88 477346.88 571104.02 477360.21 571102.42 477370.6 571102.15 477378.91 571100.91 477383.13 571100.28 477392.45 571097.62 477381.14 571073.85 477367.78 571054.23 477364.66 571046.55 477365.51 571041.15 477360.68 571033.19 477338.07 571023.09 477353.8 571010.51 477370.42 570999.28 477389.3 570991.19 477404.6 570985.99 477399.85 570972.49 477371.35 570986.22 477358.99 570993.43 477346.29 571002.36 477332.89 571014.38 477309.94 571009.69 477302.83 570990.65 477294.31 570967.35 477283.52 570953.99 477219.01 570973.07 477229.11 571007.12 477211.49 571011.67 477218.31 571041.51 477210.5 571061.13 477222.67 571120.27 477142.49 571142.1 477136.78 571143.27 477137.39 571146.33 477138.66 571154.16 477138.87 571165.36,g_4597,EPSG:2180,2,,L,Las,PL.PZGIK.BDOT10k.PTLZA.04.63418,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-948C-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_706,0025_706,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,475422.86 571374.82 475444.96 571387.33 475469.75 571396.22 475489.27 571396.17 475500.52 571398.41 475528.82 571412.11 475536.73 571417.22 475546.35 571423.45 475559.76 571435.82 475569.04 571448.2 475570.23 571458.93 475569.79 571473.95 475566.29 571489.41 475556.96 571516.82 475547.19 571557.95 475540.92 571584.05 475529.83 571611.32 475534.48 571644.88 475542.42 571659.59 475583.9 571676.15 475604.9 571684.16 475624.28 571685.79 475641.53 571689.54 475677.88 571711.3 475725.17 571737.7 475777.93 571763.72 475823.69 571778.23 475881.57 571806.38 475940.83 571822.39 476015.71 571850.35 476037.25 571852.97 476068.85 571877.72 476104.63 571878.69 476167.89 571897.45 476246.79 571921.4 476267.32 571920.4 476287.07 571925.31 476364.18 571952.74 476399.94 571963.25 476446.7 571971 476495.8 571979.37 476536.96 571985.7 476566.65 571993.47 476591.69 571989.78 476600.67 572006.67 476612.89 571998.84 476662.85 572004.56 476681.54 572001.53 476706.87 572001.53 476732.25 572002.26 476761.89 572007.69 476783.26 572014.38 476813.77 572014.79 476831.44 572020.38 476874.56 572019.15 476881.45 571952.15 476839.62 571953.91 476762.49 571957.16 476634.35 571961.43 476541.52 571951.49 476452.82 571932.19 476387.31 571918.54 476280.43 571877.07 476220.44 571857.6 476185.36 571851.84 476152.03 571841.56 476120.21 571843.56 476026.52 571796.82 476008.99 571787.86 475982.89 571771.5 475940.43 571741.51 475917.16 571725.9 475940.7 571759.2 475988.81 571792.04 476036.66 571829.4 476038.16 571835.92 476016.37 571835.92 475971.52 571820.37 475965.25 571812.35 475966.76 571800.32 475945.46 571788.28 475901.74 571785.65 475883.45 571789.16 475831.09 571771.61 475814.05 571762.33 475805.78 571753.06 475767.57 571728.62 475687.64 571684.24 475619.24 571651.4 475575.51 571635.73 475577.37 571603.98 475582.88 571588.44 475652.04 571615.01 475639.01 571562.36 475622.97 571528.77 475617.96 571516.74 475623.47 571498.19 475677.29 571528.67 475696.95 571499.22 475711.77 571472.61 475609.76 571390.82 475607.51 571377.04 475583.96 571355.48 475527.33 571328.91 475469.47 571299.38 475422.86 571374.82,g_4633,EPSG:2180,2,,L,Zdr,PL.PZGIK.BDOT10k.PTLZA.04.63419,,,,,,,true,inapplicable,,,,,,,,,,,,,,,,,,
2CE79A9C-948D-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_706,0025_706,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,476944.42 572026.87 477010.57 572012.65 477080.76 572018.64 477112.61 572010.67 477179.38 572002.95 477223.57 571998.73 477259.46 571985.1 477280.51 571979.7 477300.03 571971.65 477357.63 571963.42 477379.66 571957.32 477389.22 571949.35 477447.1 571931.63 477495.7 571921.91 477529.17 571910.56 477554.54 571894.9 477573.44 571883.02 477596.12 571876 477626.89 571867.36 477656.58 571857.1 477729.53 571824.06 477771.21 571812.64 477812.45 571791.61 477825.1 571778.66 477838.37 571778.4 477864.38 571760.61 477911.07 571732.01 477951.56 571714.73 477921.44 571714.6 477904.01 571703.5 477898.2 571694.52 477895.56 571682.63 477890.01 571669.69 477885.79 571659.12 477889.49 571651.99 477906.83 571638.31 477947.77 571598.69 477967.57 571576.23 477982.89 571570.42 477993.72 571570.95 478006.39 571570.95 478032.27 571556.15 478060.45 571543.12 478109.83 571493.72 478129.9 571466.51 478163.71 571434.81 478174.01 571429 478192.5 571429.79 478205.7 571425.57 478210.19 571415 478215.74 571407.6 478234.75 571388.06 478250.02 571370.98 478254.77 571353.54 478257.15 571333.2 478267.98 571319.73 478278.54 571309.16 478302 571291.57 478323.66 571261.19 478350.07 571229.49 478362.48 571209.94 478361.95 571204.4 478354.29 571200.96 478336.1 571192.05 478321.99 571185.45 478310.22 571191.52 478302.04 571188.88 478296.75 571181.22 478293.85 571174.35 478297.55 571159.03 478305.16 571138.87 478315.99 571120.91 478336.32 571098.19 478342.4 571083.92 478335.8 571078.9 478326.02 571071.24 478329.46 571058.56 478331.55 571048.09 478333.13 571032.24 478328.91 571018.5 478317.55 571004.23 478313.06 570991.55 478309.1 570974.65 478301.44 570959.06 478296.69 570951.66 478286.58 570950.72 478226.09 571047.05 478202.91 571076.36 478187.99 571060.2 478175.47 571057.86 478167.19 571053.47 478162.54 571052.17 478158.66 571052.43 478153.23 571055.28 478139.26 571064.07 478132.8 571066.66 478127.88 571067.17 478123.49 571067.17 478119.87 571065.11 478106.42 571056.05 478098.14 571053.21 478085.99 571050.88 478081.59 571051.66 478075.64 571054.5 478071.51 571056.31 478068.14 571057.35 478062.45 571057.35 478057.02 571057.35 478050.82 571058.38 478040.73 571063.81 478026.25 571067.69 478016.94 571066.92 478008.66 571065.62 478003.49 571063.04 478009.7 571080.62 478015.39 571099.76 478027.25 571131.05 478030.4 571129.7 478053.57 571182.56 478059.05 571194.65 478090.46 571263.99 478047.95 571329.67 478006.13 571369.81 477985.75 571392.81 477939.29 571416.58 477946.98 571433.37 477909.13 571476.64 477904.58 571466.96 477889.78 571472.09 477876.37 571438.44 477861.23 571400.45 477844.98 571359.66 477827.67 571316.2 477811.95 571276.75 477747.92 571116.07 477731.91 571075.88 477716.2 571035.35 477700.94 570996 477759.63 570972.98 477784.95 570963.05 477836.04 570941.84 477828.02 570931.27 477822.58 570934.67 477815.61 570939.03 477804.1 570944.7 477783.62 570952.81 477772.24 570955.09 477758.15 570954.66 477753.03 570955.94 477737.24 570960.92 477713.83 570972.02 477689.2 570983.35 477693.06 570991.94 477696.44 570998.23 477702.32 571009.15 477768.5 571180.64 477832.67 571340.42 477842.78 571364.73 477872.02 571440.61 477885.76 571472.49 477892.76 571482.26 477896.07 571487.06 477897.14 571495.56 477895.77 571503.78 477892.35 571512.34 477876.93 571534.95 477855.01 571555.5 477849.83 571551.17 477826.65 571573.21 477799.47 571599.21 477739.63 571656.45 477734.15 571661.69 477693.27 571700.96 477676.05 571708.2 477624.39 571729.92 477589.81 571743.29 477586.63 571745.21 477583.54 571752.28 477578.24 571759.34 477570.73 571764.2 477551.95 571770.84 477526.81 571780.37 477484.19 571794.67 477463.81 571803.14 477437.64 571812.67 477414.23 571818.9 477399.84 571823.61 477397.04 571824.53 477385.78 571828.68 477375.4 571832.23 477368.59 571831.94 477361.77 571828.08 477353.33 571828.66 477242.43 571863.94 477236.23 571874.76 477246.73 571918.87 477133.3 571933.58 477119.1 571934.77 476949.43 571948.96 476944.42 572026.87,g_4668,EPSG:2180,2,,L,Zdr,PL.PZGIK.BDOT10k.PTLZA.04.63420,,478193.75 571213.98 478199.3 571195.48 478220.43 571157.71 478229.94 571155.06 478238.91 571158.76 478243.93 571167.48 478251.85 571191.26 478255.55 571209.75 478252.91 571222.43 478242.61 571239.07 478223.07 571239.6 478209.86 571235.64 478196.92 571225.34 478193.75 571213.98,478025.92 571392.58 478026.72 571382.01 478036.57 571368.71 478049.91 571351.79 478062.33 571336.11 478069.63 571334.87 478082.67 571343.56 478096.33 571354.12 478111.38 571362.5 478120.23 571371.19 478127.22 571378.64 478123.03 571394.01 478115.42 571397.42 478107.81 571396.18 478098.76 571386.89 478080.18 571382.52 478062.33 571382.99 478049.76 571387.8 478031.21 571396.27 478025.92 571392.58,477868.88 571606.76 477869.4 571591.47 477877.22 571570.85 477900.19 571547.07 477906.22 571541.8 477908.13 571533.46 477904.66 571520.6 477908.65 571512.27 477915.38 571509.47 477922.03 571511.4 477933.15 571516.61 477949.47 571536.41 477957.81 571544.57 477964.41 571546.49 477978.13 571541.97 477984.04 571545.44 477983.69 571553.26 477976.01 571564.29 477965.44 571571.42 477953.82 571580.14 477938.75 571585.64 477917.34 571594.08 477900.49 571611.45 477882.25 571621.87 477874.61 571619.79 477868.88 571606.76,477735.85 571730.5 477748.87 571724.07 477756.8 571707.96 477761.55 571699.24 477759.7 571690.26 477760.23 571682.86 477765.25 571676.78 477775.28 571673.08 477793.5 571663.84 477803.01 571650.89 477819.38 571632.67 477830.8 571619.86 477839.25 571618.05 477852.73 571621.06 477858.36 571628.71 477859.37 571638.36 477854.94 571647.62 477857.36 571661.7 477863.19 571675.98 477851.72 571680.41 477834.82 571691.68 477820.94 571705.36 477811.73 571718.05 477793.77 571731.78 477776.6 571741.03 477768.15 571747.9 477759.18 571761.08 477745.5 571771.34 477731.22 571776.77 477721.56 571776.37 477713.72 571772.15 477711.3 571762.69 477715.73 571750.62 477725.59 571736.54 477735.85 571730.5,477541.37 571856.15 477532.63 571861.78 477524.34 571863.11 477519.01 571861.48 477515.75 571857.34 477516.04 571852.45 477520.78 571846.68 477531.78 571844 477542.87 571835.02 477557.66 571824.72 477565.65 571811.77 477572.91 571807.88 477578.99 571809.26 477585.06 571819.7 477591.53 571818.15 477595.49 571801.74 477596.28 571789.72 477602.67 571788.63 477607.56 571793.51 477609.34 571815.73 477606.51 571831.59 477594.63 571841.1 477581.69 571842.68 477565.8 571839.42 477553.66 571848.3 477541.37 571856.15,true,inapplicable,,,,,,,,,,,,,,,,,,
2CE79A9C-948E-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_704,0025_704,0050_702_small,0100_701_small,true,inapplicable,true,inapplicable,true,inapplicable,471120.12 577261.95 471108.63 577259.24 471086.69 577254.07 471080.29 577281.21 471069.28 577278.84 471066.03 577290.17 471108.13 577300.5 471102.25 577322.82 471160.66 577341.61 471163.14 577336.96 471166.55 577328.08 471168.49 577317.25 471169.98 577305.33 471165.7 577304.18 471113.14 577290.25 471120.12 577261.95,g_4718,EPSG:2180,2,Ssn,I,Las,PL.PZGIK.BDOT10k.PTLZA.04.63421,,,,,,,,,,,,,,,,,,,,,,,,,,
2CE79A9C-9490-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_703,0025_703,0050_702_small,0100_701_small,true,inapplicable,true,inapplicable,true,inapplicable,475879.73 572472.13 475883.86 572480.2 475896.65 572490.44 475909.05 572496.35 475917.9 572498.91 475928.53 572505.6 475950.37 572530.01 475972.5 572554.71 475979.98 572558.65 475992.57 572563.18 476007.13 572569.87 476015.09 572558.42 475999.29 572548.66 475987.31 572539.87 475986.47 572539.2 475971.49 572528.33 475945.47 572509.63 475959.45 572490.59 475962.69 572485.36 475968.71 572477.11 475952.71 572464.29 475938.58 572487.59 475933.64 572495.24 475924.17 572489.14 475918.5 572485.89 475914.74 572483.29 475919.83 572475.87 475909.44 572472.13 475895.47 572464.06 475882.09 572464.45 475879.73 572472.13,g_4753,EPSG:2180,2,,L,Las,PL.PZGIK.BDOT10k.PTLZA.04.63159,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-9491-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_705,0025_705,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,475910.3 569175.58 475922.85 569215.26 475936.91 569255.91 475940.88 569267.22 475941.8 569276.39 475939.97 569286.78 475940.01 569288.8 475940.5 569301.57 475943.46 569313.08 475948.65 569330.73 475952.51 569351.35 475958.14 569357.87 475963.92 569363.51 475970.53 569366.87 475963.94 569377.85 476036.86 569365.54 476124.04 569349.15 476128.79 569384.39 476135.89 569436.99 476136.57 569441.33 476147.12 569437.34 476177.43 569428.06 476187.94 569426.37 476186.06 569404.97 476213.53 569403.11 476210.49 569368.24 476207.63 569368.49 476185.19 569370.46 476182.32 569338.72 476205.39 569336.51 476204.54 569317.73 476179.36 569310.5 476158.37 569310.97 476155.78 569297.7 476180.7 569296.54 476186.9 569296.15 476192.91 569265.62 476185.27 569251.12 476174.47 569248.72 476173.94 569264.88 476136.79 569267.52 476130.44 569267.41 476124.2 569223.03 476066.4 569233.44 476037.77 569241.1 476016.8 569241.51 476000.67 569235.86 475989.38 569224.97 475986.96 569205.6 475980.1 569188.26 475975.06 569170.3 475955.24 569164.77 475939.62 569161.95 475922.92 569167.09 475910.3 569175.58,g_4789,EPSG:2180,2,,M,Las,PL.PZGIK.BDOT10k.PTLZA.04.63160,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-94CC-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_704,0025_704,0050_702_small,0100_701_small,true,inapplicable,true,inapplicable,true,inapplicable,476888.04 575745.08 476900 575750.63 476938.83 575764.68 476950.39 575763.03 476955.84 575755.75 476961.46 575724.02 476962.04 575696.66 476954.19 575692.61 476943.8 575687.86 476935.66 575686.33 476923.86 575684.44 476916.07 575682.55 476910.11 575680.13 476907.47 575678.75 476904.51 575675.82 476901.91 575669.33 476888.04 575745.08,g_4825,EPSG:2180,2,,I,Las,PL.PZGIK.BDOT10k.PTLZA.04.63184,Brak danych w LMN,,,,,,true,template,,,,,,,,,,,,,,,,,,
2CE79A9C-950C-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTLZ01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_704,0025_704,0050_702,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,477510.64 569344.76 477617.26 569294.48 477643.46 569281.96 477776.19 569218.51 477784.89 569230.8 477827.55 569327.1 477853.58 569387.59 477854.22 569399.92 477861.3 569537.01 477869.49 569632.53 477917.21 569751.17 477921.84 569758.73 477924.65 569767.4 477925.91 569781.09 477926.88 569793.59 477930.75 569808.61 477932.46 569817 477935.09 569833.33 477894.34 569836.09 477880.63 569837.26 477888.91 569880.07 477864.18 569882.08 477845.4 569883.61 477871.95 570015.26 477938.67 570045.88 477938.26 570066.22 477934.38 570118.75 477936.23 570149.82 477936.12 570171.64 477935.8 570176.8 477934.4 570183.36 477932.57 570188.84 477929.67 570194.22 477923.54 570201.1 477942.56 570195.62 477949.77 570228.07 477880.07 570242.2 477881.44 570248.64 477884.83 570261.58 477888.5 570275.57 477894.12 570291.19 477905.08 570328.12 477865.52 570341.95 477865.97 570356.58 477863.31 570364.17 477859.25 570368.9 477853.5 570373.63 477842.05 570378.85 477826.22 570383.79 477814.15 570387.56 477823.63 570424.13 477841.79 570482.28 477847.86 570494.42 477851.75 570499.66 477857.56 570502.91 477867.27 570505.94 477897.83 570507 477913.99 570506.55 477921.88 570508.37 477927.95 570512.62 477936.35 570526.54 477966.08 570518.31 478045.52 570523.69 478283.28 570548.32 478286.53 570557.38 478293.97 570574.13 478313.08 570617.18 478323.37 570637.67 478327.41 570646.23 478332.38 570657.75 478347.27 570647.62 478362.17 570635.7 478376.86 570621.6 478387.99 570611.08 478395.73 570604.13 478397.56 570602.85 478400.3 570600.95 478407.25 570597.77 478413.41 570595.19 478421.15 570591.41 478424.13 570588.43 478426.12 570584.46 478430.49 570570.76 478432.87 570561.03 478433.71 570556.68 478437.97 570546.54 478441.66 570536.81 478447.23 570532.91 478460.85 570521.81 478482.7 570493.86 478489.5 570484.12 478492.73 570475.95 478494.88 570458.03 478494.17 570432.95 478485.21 570394.26 478474.68 570363.7 478509.82 570161.01 478519.12 570156.54 478529.76 570131.38 478540.03 570096.57 478557.89 570045.23 478565.03 570019.34 478582.88 569935.42 478585.15 569929.26 478590.02 569926.94 478600.55 569927.5 478621.48 569928.2 478618.67 569920.69 478604.06 569915.72 478597.17 569905.25 478607.37 569862.26 478613.15 569824.5 478626.93 569777.64 478637.41 569780.4 478645.4 569793.63 478648.89 569765.64 478658.64 569759.83 478675.13 569755.88 478675.59 569751.46 478661.89 569737.76 478653.87 569733.91 478650.37 569732.23 478664.19 569691.85 478659.05 569683.25 478658.08 569674.01 478675.17 569621.92 478685.09 569614.48 478702.18 569613.65 478700.11 569583.75 478695.98 569577.55 478695.84 569568.73 478698.95 569554.66 478710.17 569521.73 478717.59 569503.39 478725.6 569479.01 478733.43 569444.46 478749.58 569385.43 478757.58 569357.88 478763.9 569352.36 478762.65 569338.04 478766.01 569309.43 478770.5 569273.53 478789.56 569233.14 478804.14 569206.22 478803.02 569177.61 478809.19 569139.47 478822.64 569115.35 478845.63 569063.74 478860.77 569058.69 478865.26 569031.21 478869.61 569015.52 478876.31 568991.37 478899.95 568947.68 478899.95 568928.48 478912.2 568911.5 478928.33 568889.23 478946.41 568897.03 478958.1 568886.84 478983.42 568846.48 478993.43 568825.05 479000.11 568816.14 479006.78 568811.41 479022.36 568811.41 479026.74 568810.85 479037.9 568803.54 479060.87 568791.14 479107.32 568766.1 479123.13 568781.7 479123.39 568745.34 479119.61 568725.6 479118.89 568722.67 479106.95 568732.33 479098.96 568740.5 479092.56 568747.05 479082.54 568754.57 479072.52 568757.38 479054.68 568758.95 479026.52 568760.07 479019.22 568760.62 479008.45 568770.5 478990.37 568782.75 478988.98 568794.71 478988.42 568804.45 478985.64 568816.14 478977.57 568824.77 478965.61 568832.56 478952.54 568833.96 478935.84 568829.22 478906.77 568823.57 478896.51 568837.63 478860.65 568890.47 478856.42 568875.49 478849.35 568867.09 478842.72 568864.44 478819.73 568879.92 478802.04 568871.96 478789.22 568860.01 478782.93 568856.19 478780.43 568863.72 478780.07 568874.11 478782.58 568893.45 478754.5 568906.84 478718.86 568895.65 478677.42 568937.52 478697.31 568942.08 478730.46 568919.7 478755.74 568918.04 478750.35 568937.52 478709.33 568967.37 478733.78 568979.4 478731.7 569007.09 478705.6 569009.16 478667.88 569009.16 478643.02 568992.16 478626.44 568983.46 478581.27 569023.26 478566.35 569014.97 478554.72 569006.26 478550.39 568990.8 478564.56 568979.62 478606.72 568942.14 478658.63 568894.93 478701.06 568856.64 478696.08 568836 478742.95 568793.52 478717.06 568782.9 478698.15 568778.5 478687.94 568771.26 478708.37 568752.53 478702.59 568737.81 478726.51 568720.83 478698.8 568715.97 478682.54 568713.79 478633.84 568704.56 478669.94 568593.62 478674.21 568593.47 478681.33 568518.9 478700.33 568513.43 478703.65 568495.15 478692.25 568491.89 478704.36 568462.91 478754.72 568461.56 478808.17 568459.76 478808.18 568452 478808.29 568388.91 478808.21 568377.07 478854.58 568375.46 478850.72 568308.45 478852.97 568286.86 478860.95 568285.84 478857.46 568257.69 478852.54 568222.78 478845.88 568169.53 478845.55 568166.98 478842.88 568146.41 478814.4 568132.46 478798.3 568123.7 478736.79 568090.22 478718.88 568080.47 478674.67 568056.7 478610.41 568021.42 478587.75 568009.05 478552.85 567990.09 478544.06 567985.3 478526.13 567975.54 478509.79 567966.64 478492.74 567957.36 478488.79 567955.21 478470.11 567944.93 478415.82 567915.7 478390.36 567901.9 478321.65 567864.67 478300.05 567885.94 478282.18 567908.97 478270.27 567921.69 478262.33 567938.77 478258.91 567953.83 478241.68 567976.5 478232.55 567990.01 478210.31 568031.72 478205.95 568044.43 478207.57 568054.85 478184.24 568098.75 478176.08 568094.84 478145.86 568154.74 478102.11 568227.07 478080.33 568266.6 478015.1 568386.76 477983.99 568446.24 477915.47 568571.01 477809.16 568788.01 477706.36 568977.08 477567.18 569239.34 477510.64 569344.76,g_4861,EPSG:2180,2,Ssn,I,Las,PL.PZGIK.BDOT10k.PTLZA.04.63204,,,,,,,,,,,,,,,,,,,,,,,,,,
