OT_PTWZ_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTWZ_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTWZ_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTWZ_A/czyObiektBDOO/__text,OT_PTWZ_A/x_kod/__text,OT_PTWZ_A/x_skrKarto/__text,OT_PTWZ_A/x_katDoklGeom/__text,OT_PTWZ_A/x_zrodloDanychG/__text,OT_PTWZ_A/x_zrodloDanychA/__text,OT_PTWZ_A/x_katIstnienia/_xsi:nil,OT_PTWZ_A/x_katIstnienia/_nilReason,OT_PTWZ_A/x_rodzajReprGeom/__text,OT_PTWZ_A/x_uzytkownik/_xlink:href,OT_PTWZ_A/x_aktualnoscG/__text,OT_PTWZ_A/x_aktualnoscA/__text,OT_PTWZ_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTWZ_A/x_dataUtworzenia/__text,OT_PTWZ_A/x_informDodatkowa/__text,OT_PTWZ_A/x_kodKarto10k/__text,OT_PTWZ_A/x_kodKarto25k/__text,OT_PTWZ_A/x_kodKarto50k/__text,OT_PTWZ_A/x_kodKarto100k/__text,OT_PTWZ_A/x_kodKarto250k/_xsi:nil,OT_PTWZ_A/x_kodKarto250k/_nilReason,OT_PTWZ_A/x_kodKarto500k/_xsi:nil,OT_PTWZ_A/x_kodKarto500k/_nilReason,OT_PTWZ_A/x_kodKarto1000k/_xsi:nil,OT_PTWZ_A/x_kodKarto1000k/_nilReason,OT_PTWZ_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/0/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/interior/1/LinearRing/posList/__text,OT_PTWZ_A/geometria/Polygon/_gml:id,OT_PTWZ_A/geometria/Polygon/_srsName,OT_PTWZ_A/geometria/Polygon/_srsDimension,OT_PTWZ_A/rodzaj/__text,OT_PTWZ_A/surowiec/__text,OT_PTWZ_A/_gml:id
2CE79A9C-9CD7-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWZ01,piask.,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,Odkrywkowa kopalnia iłów,0010_737,0025_737,0050_737,0100_737,true,inapplicable,true,inapplicable,true,inapplicable,475740.64 570128.11 475740.64 570154.45 475751.72 570166.92 475791.9 570173.85 475850.08 570175.23 475925.58 570177.1 475969.22 570172.94 476012.16 570172.94 476105.67 570166.7 476125.07 570164.62 476142.38 570159.77 476140.3 570122.35 476147.92 570103.64 476175.11 570099.99 476182.2 570148.53 476189.88 570201.25 476192.39 570210.26 476196.89 570212.77 476204.13 570212.46 476246.41 570205.36 476260.36 570201.69 476283.49 570186.15 476290.18 570176.32 476291.58 570172.38 476289.89 570143.07 476281.23 570084.43 476278.5 570084.76 476270.2 570032.87 476262.31 569966.97 476270.24 569965.93 476263.38 569920.45 476251.96 569922.17 476247.6 569895.45 476227.54 569772.6 476216.09 569765.82 476196.41 569771.76 476165.02 569780.17 476162.32 569849.01 476149.71 569848.79 476132.19 569849.96 476125.57 569862.04 476102.2 569900.61 476105.98 569919.69 476081.24 569923.47 476067.84 569892.87 476059.59 569879.81 476038.28 569869.84 476017.66 569854.36 476000.72 569839.29 475985.77 569864.98 475969.62 569899.01 475940.06 569936.14 475932.5 569957.46 475918.41 569978.09 475911.88 570001.81 475899.27 570009.23 475856.31 570022.3 475843.25 570018.86 475830.19 569991.7 475824.31 569965.63 475757.33 569964.07 475753.11 570029.72 475753.8 570064.36 475740.64 570128.11,475877.78 570038.18 475879.88 570032.72 475900.35 570021.49 475909.48 570021.91 475916.93 570030.2 475923.86 570031.04 475932.57 570036.29 475933.09 570039.44 475930.47 570042.69 475923.23 570046.47 475907.8 570048.25 475895.84 570054.13 475889.96 570056.02 475884.29 570055.18 475880.62 570049.51 475877.78 570038.18,475951.12 570058.2 475954.68 570054.04 475962.7 570052.26 475968.64 570049.58 475974.58 570045.43 475988.24 570047.5 475996.25 570050.77 476001 570059.39 476000.11 570066.51 475994.47 570071.56 475984.67 570073.94 475973.98 570079.29 475965.97 570081.66 475960.03 570081.07 475955.58 570077.21 475951.42 570068.89 475951.12 570062.65 475951.12 570058.2,g_7,EPSG:2180,2,Wrb,Pk,PL.PZGIK.BDOT10k.PTWZA.04.631
2CE79A9C-9CD8-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTWZ01,piask.,Prz,Ort,Trn,true,inapplicable,KR,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,,0010_737,0025_737,0050_737_small,0100_737_small,true,inapplicable,true,inapplicable,true,inapplicable,481414.52 570414.92 481415.64 570421.05 481418.42 570423 481463.25 570422.72 481491.65 570426.06 481525.06 570431.36 481537.87 570429.69 481551.79 570421.05 481587.71 570385.12 481601.08 570366.46 481604.42 570354.48 481606.09 570345.01 481601.63 570331.08 481588.55 570319.1 481567.94 570309.35 481533.14 570301 481507.39 570294.78 481487.86 570302.31 481432.65 570323.6 481416.02 570330.01 481419.54 570340.55 481418.14 570354.2 481414.8 570396.54 481414.52 570414.92,,,g_48,EPSG:2180,2,Wrb,Pk,PL.PZGIK.BDOT10k.PTWZA.04.632
