OT_PTUT_A/idIIP/BT_Identyfikator/lokalnyId/__text,OT_PTUT_A/idIIP/BT_Identyfikator/przestrzenNazw/__text,OT_PTUT_A/idIIP/BT_Identyfikator/wersjaId/__text,OT_PTUT_A/czyObiektBDOO/__text,OT_PTUT_A/x_kod/__text,OT_PTUT_A/x_skrKarto/_xsi:nil,OT_PTUT_A/x_skrKarto/_nilReason,OT_PTUT_A/x_katDoklGeom/__text,OT_PTUT_A/x_zrodloDanychG/__text,OT_PTUT_A/x_zrodloDanychA/__text,OT_PTUT_A/x_katIstnienia/_xsi:nil,OT_PTUT_A/x_katIstnienia/_nilReason,OT_PTUT_A/x_rodzajReprGeom/__text,OT_PTUT_A/x_uzytkownik/_xlink:href,OT_PTUT_A/x_aktualnoscG/__text,OT_PTUT_A/x_aktualnoscA/__text,OT_PTUT_A/x_cyklZycia/BT_CyklZyciaInfo/poczatekWersjiObiektu/__text,OT_PTUT_A/x_dataUtworzenia/__text,OT_PTUT_A/x_kodKarto10k/__text,OT_PTUT_A/x_kodKarto25k/__text,OT_PTUT_A/x_kodKarto50k/__text,OT_PTUT_A/x_kodKarto100k/__text,OT_PTUT_A/x_kodKarto250k/_xsi:nil,OT_PTUT_A/x_kodKarto250k/_nilReason,OT_PTUT_A/x_kodKarto500k/_xsi:nil,OT_PTUT_A/x_kodKarto500k/_nilReason,OT_PTUT_A/x_kodKarto1000k/_xsi:nil,OT_PTUT_A/x_kodKarto1000k/_nilReason,OT_PTUT_A/geometria/Polygon/exterior/LinearRing/posList/__text,OT_PTUT_A/geometria/Polygon/_gml:id,OT_PTUT_A/geometria/Polygon/_srsName,OT_PTUT_A/geometria/Polygon/_srsDimension,OT_PTUT_A/gatunek/__text,OT_PTUT_A/rodzaj/__text,OT_PTUT_A/_gml:id,OT_PTUT_A/geometria/Polygon/interior/0/LinearRing/posList/__text,OT_PTUT_A/geometria/Polygon/interior/1/LinearRing/posList/__text,OT_PTUT_A/x_informDodatkowa/__text,OT_PTUT_A/geometria/Polygon/interior/2/LinearRing/posList/__text
2CE79A9C-9BF4-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,467783.97 572731.39 467817.78 572735.95 467830.13 572737.99 467832.88 572738.68 467834.89 572739.64 467836.29 572732.75 467836.48 572731.82 467842.5 572702.28 467869.04 572709.78 467871.27 572710.41 467880.55 572700.43 467890.9 572689.74 467887.26 572660.02 467880.11 572659.87 467809.61 572655.49 467805.87 572706.2 467786.62 572704.12 467784.53 572725.66 467783.97 572731.39,g_7,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.631,,,,
2CE79A9C-9BF7-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,470599.57 570186.75 470645.64 570193.72 470737.28 570207.78 470747.7 570139.91 470645.23 570126.65 470610.41 570122.05 470599.57 570186.75,g_41,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.634,,,,
2CE79A9C-9BFB-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,470920.72 570371.56 470960.68 570377.25 470964.88 570347.88 470970.3 570338.09 471024.5 570299.97 471057.54 570275.15 471058.53 570260.67 471019.49 570255.33 471014.59 570291.09 471013.73 570296.18 470994.58 570293.12 470982.21 570291.01 470988.68 570249.68 470978.29 570248.31 470971.73 570285.74 470934.92 570281.8 470920.72 570371.56,g_75,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.638,,,,
2CE79A9C-9BFF-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,471146.48 570406.26 471194.45 570411.22 471200.48 570371.02 471201.31 570365.01 471202.75 570352.3 471174.75 570346.92 471164.57 570343.96 471159.57 570340.44 471158.05 570337.27 471181.61 570339.69 471184.28 570319.54 471206.84 570321.83 471238.22 570325.63 471239 570319.96 471244.91 570279.36 471165.66 570268.95 471164.13 570274.59 471161.24 570292.67 471158.46 570313.96 471157.16 570327.29 471157.37 570332.42 471157.53 570336.18 471151.52 570356.6 471149.43 570377.2 471146.48 570406.26,g_109,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6312,,,,
2CE79A9C-9C03-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,472055.21 571421.73 472055.81 571435.88 472056.34 571458.57 472056.5 571465.22 472056.77 571476.74 472056.72 571481.55 472112.02 571479.25 472110.67 571453.6 472132.5 571452.9 472134.21 571479.64 472158.99 571477.3 472188.03 571476.11 472214.88 571475.01 472214.76 571471.67 472214.87 571463.44 472214.87 571455.4 472214.26 571445.81 472212.78 571435.25 472211.68 571427.58 472197.71 571428.27 472191.05 571428.48 472186.58 571428.66 472183 571428.36 472171.6 571427.91 472130.85 571427.24 472120.91 571427.08 472109.24 571426.52 472106.29 571426.38 472079.49 571425.1 472055.21 571421.73,g_143,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6316,,,,
2CE79A9C-9BA1-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,477999.39 571221.49 478009.42 571243.84 478028.79 571286.98 478047.95 571329.67 478090.46 571263.99 478059.05 571194.65 477999.39 571221.49,g_177,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6357,,,,
2CE79A9C-9BA3-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,478146.84 567768.8 478154.29 567772.8 478208.2 567801.7 478226.14 567811.31 478243.58 567777.64 478280.57 567798.36 478294.45 567772.72 478275.74 567762.98 478268.47 567759.22 478256.28 567751.98 478249.99 567761.2 478234.24 567752.99 478174.42 567720.74 478146.84 567768.8,g_211,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6359,,,,
2CE79A9C-9BB0-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480109.63 571018.18 480129.32 571043.24 480139.34 571055.99 480147.26 571066.31 480164.69 571089.02 480188.67 571066.3 480195.54 571058.92 480201.8 571052.64 480172.65 571022.86 480185.71 571008.7 480149.57 570974.04 480143.69 570980.53 480109.63 571018.18,g_245,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6372,,,,
2CE79A9C-9BB1-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,480946.82 575722.01 480949.27 575724.6 480968.49 575744.88 480988.73 575766.25 480996.05 575773.97 481023.11 575749.22 481038.28 575737.62 481069.95 575715.76 481037.61 575677.6 481014.39 575654.28 480980.3 575690.25 480969.36 575702.36 480961.65 575710.47 480956.28 575715.55 480952.37 575719.16 480946.82 575722.01,g_279,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6373,,,,
2CE79A9C-9C1B-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_719,0025_717,0050_717,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,475584.47 570241.92 475586.1 570273.48 475640.94 570271.34 475641.26 570302.31 475641.97 570332.96 475658.35 570332.46 475674.03 570331.38 475675 570301.59 475670.79 570284.39 475672.76 570274.86 475671.64 570262.8 475670.23 570229.7 475653.26 570228.71 475626.54 570230.55 475604.13 570231.78 475594.61 570233.31 475589.39 570235.77 475584.47 570241.92,g_313,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.6342,,,,
2CE79A9C-9BE2-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT04,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_709,0025_709,0050_707,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,480791.35 573493.55 480888.06 573500.74 481212.16 573524.84 481237.56 573481.11 481244.64 573468.36 481166.54 573462.15 481032.66 573453.09 480798.44 573435.02 480791.35 573493.55,g_347,EPSG:2180,2,Dig,Szl,PL.PZGIK.BDOT10k.PTUTA.04.63122,,,,
2CE79A9C-9BE3-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT04,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_709,0025_709,0050_707,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,480804.43 573380.05 481272.28 573412.62 481272.88 573406.36 481278.42 573347.46 480811.06 573307.73 480804.43 573380.05,g_381,EPSG:2180,2,Dig,Szl,PL.PZGIK.BDOT10k.PTUTA.04.63123,,,,
2CE79A9C-9BE4-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT04,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_709,0025_709,0050_707,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,480815.55 573253.65 481283.75 573290.75 481285.84 573264.87 481288.78 573227.66 480820.95 573188.64 480815.55 573253.65,g_415,EPSG:2180,2,Dig,Szl,PL.PZGIK.BDOT10k.PTUTA.04.63124,,,,
2CE79A9C-9BE5-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT04,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_709,0025_709,0050_707,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,480823.25 573160.97 481041.8 573174.64 481044.6 573128.43 480840.89 573112.75 480826.82 573117.99 480823.25 573160.97,g_449,EPSG:2180,2,Dig,Szl,PL.PZGIK.BDOT10k.PTUTA.04.63125,,,,
2CE79A9C-9BE6-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2015-02-10T00:00:00,false,PTUT04,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2015-02-10,2015-02-10T00:00:00,2012-11-26,0010_709,0025_709,0050_707,0100_701,true,inapplicable,true,inapplicable,true,inapplicable,481078.43 573180.25 481291.07 573198.56 481294.06 573160.69 481287.93 573149.36 481081.24 573132.8 481078.43 573180.25,g_483,EPSG:2180,2,Dig,Szl,PL.PZGIK.BDOT10k.PTUTA.04.63126,,,,
2CE79A9C-9BEC-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,477101.38 574596.9 477186.8 574620.99 477231.84 574633.69 477265.34 574638.48 477318.86 574645.01 477372.82 574652.84 477410.68 574653.71 477461.15 574651.1 477511.19 574648.49 477563.49 574645.91 477565.35 574613.43 477565.35 574603.21 477289.25 574607.58 477288.28 574557.5 477413.73 574567.71 477480.34 574545.83 477480.3 574538.03 477480.95 574503.9 477481.72 574451.75 477474.54 574451.6 477449.34 574451.09 477404.08 574450.16 477376.33 574449.6 477350.52 574449.07 477351.61 574395.1 477351.8 574385.74 477351.57 574361.52 477350.49 574248.57 477292.95 574245.59 477293.57 574221.43 477293.8 574197.39 477294.43 574131.97 477294.74 574100.4 477198.74 574107.26 477144.18 574110.54 477142.44 574141.27 477142.39 574142.14 477134.05 574143.63 477126 574167.78 477121.09 574175.75 477106.48 574130.57 477048.56 574130.22 477047.38 574129.79 477001.94 574113.36 476957.68 574110.1 476954.77 574109.89 476920.94 574107.41 476923.25 574084.59 476891.57 574087.08 476833.06 574091.69 476830.94 574097.28 476716.25 574080.17 476706.43 574126.16 476702.58 574126.21 476650.92 574126.86 476650.34 574097.95 476601.06 574097.59 476601.06 574112.32 476501.06 574116.34 476501.06 574136.43 476467.57 574136.43 476466.68 574148.48 476449.71 574148.48 476280.08 574107.94 476279.31 574114.3 476326.04 574162.32 476413.55 574238.22 476423.82 574219.47 476443.54 574231.78 476443.74 574217.32 476447.7 574217.02 476473.79 574215.01 476470.51 574233.13 476459.53 574259.09 476569.78 574330.45 476636.22 574367.36 476644.43 574371.3 476648.52 574373.27 476752.86 574430.85 476799.73 574455.83 476799.17 574465.36 476851.86 574493.38 476919.04 574535.33 476958.86 574552.25 476958.91 574543.78 476959.15 574497.88 476996.56 574500.79 476993.23 574560.9 477011.92 574570.22 477057.56 574592.98 477101.06 574600.32 477101.38 574596.9,g_517,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63132,476841.25 574205.61 476842.11 574216.91 476662.63 574228.77 476663.35 574218.47 476668.75 574215.77 476686.66 574214.23 476765.55 574209.31 476772.48 574210.53 476841.25 574205.61,477037.88 574504.02 477081.78 574507.44 477110.49 574509.68 477108.2 574531.55 477036.32 574523.51 477037.88 574504.02,,
2CE79A9C-9BED-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT03,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_719,0025_717,0050_717_small,0100_717_small,true,inapplicable,true,inapplicable,true,inapplicable,478615.28 567546.81 478648.9 567560.52 478645.74 567569.02 478671.88 567578.94 478677.14 567581.07 478674.18 567588.38 478670.81 567596.86 478688.2 567604.18 478675.2 567637.46 478690.82 567643.79 478705.58 567609.52 478720.33 567573.63 478719.19 567573.17 478702.96 567566.58 478686.74 567560 478670.47 567553.39 478654.25 567546.81 478649.26 567544.77 478638.26 567540.3 478621.76 567533.61 478615.28 567546.81,g_556,EPSG:2180,2,Jbl,Sad,PL.PZGIK.BDOT10k.PTUTA.04.63133,,,,
2CE79A9C-9BEE-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,466551.35 573627.9 466565.88 573626.34 466578.67 573624.97 466594.3 573623.21 466610.38 573621.46 466627.46 573619.61 466643.46 573617.86 466660.83 573615.97 466668.55 573615.14 466679.98 573613.91 466696.95 573612.05 466707.78 573610.87 466719.54 573609.6 466742.45 573607.1 466766.13 573604.53 466770.17 573604.1 466844.64 573552.99 466855.18 573545.33 466865.72 573537.66 466919.39 573508.43 467051.15 573448.06 467094.27 573426.98 467115.83 573413.56 467146.98 573390.56 467247.12 573317.25 467306.53 573265.99 467377.16 573206.04 467440.89 573142.56 467462.87 573120.67 467551.97 573032.68 467594.31 572986.51 467630.37 572942.87 467628.94 572923.82 467522.93 572912.2 467416.8 572908.72 467343.25 572908.37 467290.3 572909.2 467219.99 572914.23 467206.76 572915.24 467206.36 572900.68 466866.07 572890.57 466830.02 572899.3 466675.26 572913.54 466675.49 572927.46 466701.55 572927.53 466783.73 572927.41 467086.67 572924.9 467094.93 572925.25 467100.8 572925.97 467107.39 572928.25 467114.58 572931.72 467116.98 572933.15 467123.68 572937.11 467130.63 572942.5 467138.17 572950.05 467164.83 572979.12 467190.04 573006.59 467248.79 573068.58 467259.52 573079.9 467299.46 573123.12 467325.28 573151.05 467352.1 573179.47 467333.78 573193.69 467285.87 573135.72 467291.57 573130.43 467138.35 572963.53 466920.82 572964.25 467218.53 573285 467208.37 573292.04 467184.65 573308.69 467165.01 573323.06 467147.28 573333.96 467132.06 573342.23 467088.58 573363.19 467067.5 573374.93 467040.55 573392.9 467009.16 573411.94 466972.63 573434.46 466967 573438.54 466961.37 573442.13 466938.49 573453.51 466895.13 573476.87 466868.06 573493.64 466857.16 573501.42 466850.93 573504.78 466844.22 573508.61 466822.9 573517.36 466798.58 573528.14 466789.96 573532.57 466782.77 573536.64 466770.43 573542.15 466761.21 573545.87 466743.48 573550.18 466721.32 573555.57 466695.92 573562.4 466687.3 573565.51 466674.36 573570.9 466665.5 573575.21 466658.07 573580.24 466651.84 573585.27 466646.81 573588.27 466638.55 573592.34 466630.64 573595.7 466621.18 573598.33 466615.31 573599.77 466610.88 573601.57 466606.8 573603.6 466603.45 573605.52 466598.54 573608.87 466592.19 573613.3 466585.48 573616.9 466566.2 573623.13 466551.35 573627.9,g_590,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63134,467255.68 573062.17 467297.13 573023.85 467314.54 573007.76 467347.68 572977.12 467379.15 573009.7 467459.99 573097.17 467427.9 573128.35 467370.92 573186.75 467255.68 573062.17,,,
2CE79A9C-9BEF-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2016-12-07,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,481702.24 570882.05 481723.38 570832.49 481745.01 570781.77 481768.27 570727.22 481741.35 570711.87 481705.31 570691.3 481677.77 570679.06 481595.87 570639.29 481565.28 570622.11 481549.63 570614.89 481537.74 570609.4 481530.92 570607.75 481524.57 570607.28 481492.81 570604.68 481484.32 570603.99 481475.61 570601.63 481446.67 570589.16 481438.2 570586.1 481420.78 570582.57 481409.95 570579.75 481396.3 570571.51 481384.54 570563.27 481373.95 570557.62 481360.35 570552.65 481347.59 570547.98 481336.12 570544.78 481313.88 570539.49 481280.71 570532.81 481262.63 570529.59 481261.29 570545.07 481256.44 570587.49 481246.75 570652.24 481213.71 570779.55 481331.1 570816.37 481385.07 570833.29 481462.16 570803.33 481486.25 570811.3 481702.24 570882.05,g_626,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63135,,,,
2CE79A9C-9BF0-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718_small,0100_718_small,true,inapplicable,true,inapplicable,true,inapplicable,470873.68 575374.4 470896.75 575393.16 470934.02 575348.14 470941.06 575339.64 470964.69 575311.1 470941.25 575293.11 470873.68 575374.4,g_659,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63136,,,,
2CE79A9C-9BF1-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718_small,0050_718_small,0100_718_small,true,inapplicable,true,inapplicable,true,inapplicable,471088.53 575162.69 471113.07 575134.46 471106.29 575128.98 471098.63 575122.81 471090.39 575115.03 471066.28 575143.6 471074.09 575151.34 471080.31 575156.35 471088.53 575162.69,g_692,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63137,,,,
2CE79A9C-9BF2-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718_small,0100_718_small,true,inapplicable,true,inapplicable,true,inapplicable,471199.06 575032.91 471203.82 575027.01 471229.32 574995.39 471235.52 574987.74 471248.87 574971.28 471250.54 574969.29 471242.58 574962.45 471237.56 574958.43 471228.56 574951.08 471177.24 575011.98 471185.96 575021.51 471190.41 575025.38 471199.06 575032.91,g_725,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63138,,,,
2CE79A9C-9BD1-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,477492.51 571502.71 477510.69 571547.97 477589.81 571743.29 477624.39 571729.92 477676.05 571708.2 477693.27 571700.96 477734.15 571661.69 477739.63 571656.45 477799.47 571599.21 477826.65 571573.21 477849.83 571551.17 477891.93 571505.99 477884.38 571485.67 477869.47 571445.54 477854.4 571405.16 477832.5 571346.43 477804.45 571361.86 477809.01 571378.33 477747.66 571402.28 477706.66 571418.29 477656.84 571437.93 477578.97 571468.63 477492.51 571502.71,g_758,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63105,,,Rodzinny Ogród Działkowy im.Gen.J.Bema,
2CE79A9C-9BD2-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,477526.54 574187.82 477537.13 574241.83 477538.67 574249.68 477545.47 574284.35 477549.92 574307.01 477557.47 574343.87 477560.94 574362.14 477563.14 574375.05 477564.09 574385.15 477565.03 574397.1 477565.35 574411.91 477565.35 574453.45 477565.35 574479.49 477565.35 574512.96 477592.84 574512.3 477669.45 574510.47 477669.53 574512.26 477702.37 574511.63 477700.63 574480.55 477722.09 574474.66 477727.03 574473.3 477728.69 574511.13 477769.94 574510.34 477818.02 574509.43 477839.32 574509.02 477832.91 574383.5 477828 574287.5 477707.6 574247.69 477614.53 574216.92 477581.36 574205.95 477526.54 574187.82,g_792,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63106,,,,
2CE79A9C-9BD3-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718_small,true,inapplicable,true,inapplicable,true,inapplicable,477537.96 570320.61 477540.97 570326.36 477545.19 570334.43 477768.54 570242.39 477764.48 570229.4 477761.37 570224.68 477744.35 570199.86 477632.8 570215.53 477619.8 570204.88 477612 570244.11 477610.84 570249.93 477602.99 570257.78 477566.23 570263.12 477537.96 570320.61,g_825,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63107,,,,
2CE79A9C-9BD4-6A1D-E053-CC2BA8C00F96,PL.PZGiK.994.BDOT10k,2016-12-07T00:00:00,false,PTUT01,true,inapplicable,Prz,Ort,Trn,true,inapplicable,ZU,Uzytkownik04.xml,2015-02-10,2016-12-07,2016-12-07T00:00:00,2012-11-26,0010_718,0025_718,0050_718,0100_718,true,inapplicable,true,inapplicable,true,inapplicable,477546.08 574084.25 477548.93 574155.23 477570.31 574164.35 477602.33 574159.32 477658.6 574150.47 477660.96 574150.1 477774.14 574125.01 477830.01 574112.19 477828.7 574086.81 477826.02 574035.22 477765.32 574045.08 477747.05 574048.05 477646.11 574068.23 477546.08 574084.25,g_858,EPSG:2180,2,,Odz,PL.PZGIK.BDOT10k.PTUTA.04.63108,,,,
